merchant_id,txns,amount,failed_rate,disputed_txns,category,in_master,chargebacks,disputed_amount,fraud_chargebacks,critical_high,distinct_disputing_users,merchant_name,merchant_status,settlement_account_type,id_record_count,chargeback_to_txn_ratio,risk_score,risk_signals,risk_tier
MCH1556,3,24045.129999999997,0.0,1,Grocery,False,1.0,9937.63,1.0,0.0,1.0,,,,,0.3333333333333333,35,"high_cb_ratio(≥30%,≥3 txns), fraud_type_dispute, not_in_merchant_master",MEDIUM
MCH2768,3,36954.67,0.0,1,Hotels & Lodging,False,1.0,9344.29,1.0,1.0,1.0,,,,,0.3333333333333333,35,"high_cb_ratio(≥30%,≥3 txns), fraud_type_dispute, not_in_merchant_master",MEDIUM
MCH1707,3,42002.92,0.0,1,Grocery,False,1.0,9117.57,1.0,0.0,1.0,,,,,0.3333333333333333,35,"high_cb_ratio(≥30%,≥3 txns), fraud_type_dispute, not_in_merchant_master",MEDIUM
MCH8002,3,36080.34,1.0,1,Hotels & Lodging,False,1.0,8787.96,1.0,1.0,1.0,,,,,0.3333333333333333,35,"high_cb_ratio(≥30%,≥3 txns), fraud_type_dispute, not_in_merchant_master",MEDIUM
MCH3914,3,36339.65,0.0,1,Restaurants,False,1.0,8599.51,1.0,1.0,1.0,,,,,0.3333333333333333,35,"high_cb_ratio(≥30%,≥3 txns), fraud_type_dispute, not_in_merchant_master",MEDIUM
MCH9596,3,36704.85,0.0,1,Restaurants,False,1.0,8504.48,1.0,1.0,1.0,,,,,0.3333333333333333,35,"high_cb_ratio(≥30%,≥3 txns), fraud_type_dispute, not_in_merchant_master",MEDIUM
MCH8343,3,50991.299999999996,0.0,1,Grocery,False,1.0,8382.0,1.0,0.0,1.0,,,,,0.3333333333333333,35,"high_cb_ratio(≥30%,≥3 txns), fraud_type_dispute, not_in_merchant_master",MEDIUM
MCH7415,3,35932.07,0.3333333333333333,1,Grocery,False,1.0,8304.41,1.0,0.0,1.0,,,,,0.3333333333333333,35,"high_cb_ratio(≥30%,≥3 txns), fraud_type_dispute, not_in_merchant_master",MEDIUM
MCH4464,3,40962.009999999995,0.0,1,Grocery,False,1.0,8014.91,1.0,1.0,1.0,,,,,0.3333333333333333,35,"high_cb_ratio(≥30%,≥3 txns), fraud_type_dispute, not_in_merchant_master",MEDIUM
MCH8350,3,54274.87,0.3333333333333333,1,Restaurants,False,1.0,7945.0,1.0,1.0,1.0,,,,,0.3333333333333333,35,"high_cb_ratio(≥30%,≥3 txns), fraud_type_dispute, not_in_merchant_master",MEDIUM
MCH6435,3,17387.85,0.3333333333333333,1,Grocery,False,1.0,7755.19,1.0,1.0,1.0,,,,,0.3333333333333333,35,"high_cb_ratio(≥30%,≥3 txns), fraud_type_dispute, not_in_merchant_master",MEDIUM
MCH9588,3,33030.89,0.3333333333333333,1,Grocery,False,1.0,7485.82,1.0,1.0,1.0,,,,,0.3333333333333333,35,"high_cb_ratio(≥30%,≥3 txns), fraud_type_dispute, not_in_merchant_master",MEDIUM
MCH7683,3,41316.89,0.3333333333333333,1,Grocery,False,1.0,6642.41,1.0,0.0,1.0,,,,,0.3333333333333333,35,"high_cb_ratio(≥30%,≥3 txns), fraud_type_dispute, not_in_merchant_master",MEDIUM
MCH7461,3,41398.619999999995,0.0,1,Grocery,False,1.0,6597.26,1.0,1.0,1.0,,,,,0.3333333333333333,35,"high_cb_ratio(≥30%,≥3 txns), fraud_type_dispute, not_in_merchant_master",MEDIUM
MCH4189,3,62297.369999999995,0.0,1,Grocery,False,1.0,6040.0,1.0,0.0,1.0,,,,,0.3333333333333333,35,"high_cb_ratio(≥30%,≥3 txns), fraud_type_dispute, not_in_merchant_master",MEDIUM
MCH8960,3,41123.28,0.0,1,Pharmacy,False,1.0,5855.28,1.0,0.0,1.0,,,,,0.3333333333333333,35,"high_cb_ratio(≥30%,≥3 txns), fraud_type_dispute, not_in_merchant_master",MEDIUM
MCH7390,3,41603.57,0.0,1,Pharmacy,False,1.0,5802.45,1.0,0.0,1.0,,,,,0.3333333333333333,35,"high_cb_ratio(≥30%,≥3 txns), fraud_type_dispute, not_in_merchant_master",MEDIUM
MCH5643,3,41530.34,0.3333333333333333,1,Pharmacy,False,1.0,5374.95,1.0,0.0,1.0,,,,,0.3333333333333333,35,"high_cb_ratio(≥30%,≥3 txns), fraud_type_dispute, not_in_merchant_master",MEDIUM
MCH8755,2,9483.67,0.0,2,Hotels & Lodging,True,2.0,5222.65,0.0,0.0,2.0,"Biswas, Divan and Sachdeva",SUSPENDED,ACCOUNT_NUMBER,2.0,1.0,35,"repeated_disputes(≥2), transacting_while_not_active",MEDIUM
MCH8805,3,30155.010000000002,0.0,1,Grocery,True,1.0,5071.86,1.0,0.0,1.0,Bose Inc,ACTIVE,MISSING,1.0,0.3333333333333333,35,"high_cb_ratio(≥30%,≥3 txns), fraud_type_dispute, missing_settlement_account",MEDIUM
MCH2683,3,13630.619999999999,0.0,1,Grocery,False,1.0,4952.21,1.0,0.0,1.0,,,,,0.3333333333333333,35,"high_cb_ratio(≥30%,≥3 txns), fraud_type_dispute, not_in_merchant_master",MEDIUM
MCH1341,3,59772.83,0.0,1,Pharmacy,False,1.0,4938.0,1.0,1.0,1.0,,,,,0.3333333333333333,35,"high_cb_ratio(≥30%,≥3 txns), fraud_type_dispute, not_in_merchant_master",MEDIUM
MCH4296,3,32657.5,0.0,1,Hotels & Lodging,True,1.0,4579.0,1.0,0.0,1.0,Varty-Varma,ACTIVE,MISSING,1.0,0.3333333333333333,35,"high_cb_ratio(≥30%,≥3 txns), fraud_type_dispute, missing_settlement_account",MEDIUM
MCH3193,3,39226.21,0.3333333333333333,1,Grocery,False,1.0,4307.19,1.0,0.0,1.0,,,,,0.3333333333333333,35,"high_cb_ratio(≥30%,≥3 txns), fraud_type_dispute, not_in_merchant_master",MEDIUM
MCH1212,3,47921.399999999994,0.0,1,Grocery,False,1.0,4245.22,1.0,0.0,1.0,,,,,0.3333333333333333,35,"high_cb_ratio(≥30%,≥3 txns), fraud_type_dispute, not_in_merchant_master",MEDIUM
MCH1023,3,36175.56,0.0,1,Hotels & Lodging,False,1.0,4001.57,1.0,0.0,1.0,,,,,0.3333333333333333,35,"high_cb_ratio(≥30%,≥3 txns), fraud_type_dispute, not_in_merchant_master",MEDIUM
MCH2138,3,49383.56,0.0,1,Grocery,False,1.0,3985.84,1.0,0.0,1.0,,,,,0.3333333333333333,35,"high_cb_ratio(≥30%,≥3 txns), fraud_type_dispute, not_in_merchant_master",MEDIUM
MCH6253,3,45386.64,0.0,1,Unknown,False,1.0,3952.26,1.0,0.0,1.0,,,,,0.3333333333333333,35,"high_cb_ratio(≥30%,≥3 txns), fraud_type_dispute, not_in_merchant_master",MEDIUM
MCH6068,3,30275.47,0.0,1,Pharmacy,False,1.0,3888.0,1.0,0.0,1.0,,,,,0.3333333333333333,35,"high_cb_ratio(≥30%,≥3 txns), fraud_type_dispute, not_in_merchant_master",MEDIUM
MCH2073,3,23901.4,0.0,1,Grocery,False,1.0,3655.6,1.0,1.0,1.0,,,,,0.3333333333333333,35,"high_cb_ratio(≥30%,≥3 txns), fraud_type_dispute, not_in_merchant_master",MEDIUM
MCH9645,3,37931.05,0.0,1,Grocery,False,1.0,3630.27,1.0,1.0,1.0,,,,,0.3333333333333333,35,"high_cb_ratio(≥30%,≥3 txns), fraud_type_dispute, not_in_merchant_master",MEDIUM
MCH8496,2,27568.04,0.0,2,Hotels & Lodging,True,2.0,3580.7,0.0,0.0,2.0,Sandhu Plc,INACTIVE,VIRTUAL_ACCOUNT,1.0,1.0,35,"repeated_disputes(≥2), transacting_while_not_active",MEDIUM
MCH7497,3,46352.28,0.3333333333333333,1,Pharmacy,False,1.0,3336.7,1.0,0.0,1.0,,,,,0.3333333333333333,35,"high_cb_ratio(≥30%,≥3 txns), fraud_type_dispute, not_in_merchant_master",MEDIUM
MCH7213,3,43636.47,0.0,1,Grocery,False,1.0,3314.0,1.0,0.0,1.0,,,,,0.3333333333333333,35,"high_cb_ratio(≥30%,≥3 txns), fraud_type_dispute, not_in_merchant_master",MEDIUM
MCH2500,3,14705.74,0.3333333333333333,1,Grocery,False,1.0,3291.51,1.0,0.0,1.0,,,,,0.3333333333333333,35,"high_cb_ratio(≥30%,≥3 txns), fraud_type_dispute, not_in_merchant_master",MEDIUM
MCH3847,3,47662.67,0.3333333333333333,1,Grocery,True,1.0,3211.77,1.0,0.0,1.0,Nair Plc,ACTIVE,MISSING,1.0,0.3333333333333333,35,"high_cb_ratio(≥30%,≥3 txns), fraud_type_dispute, missing_settlement_account",MEDIUM
MCH7438,3,59249.66,0.6666666666666666,1,Grocery,False,1.0,3182.0,1.0,0.0,1.0,,,,,0.3333333333333333,35,"high_cb_ratio(≥30%,≥3 txns), fraud_type_dispute, not_in_merchant_master",MEDIUM
MCH1584,3,31854.489999999998,0.0,1,Grocery,False,1.0,3167.22,1.0,0.0,1.0,,,,,0.3333333333333333,35,"high_cb_ratio(≥30%,≥3 txns), fraud_type_dispute, not_in_merchant_master",MEDIUM
MCH2899,3,43544.55,0.0,1,Hotels & Lodging,True,1.0,3160.25,1.0,1.0,1.0,Sampath-Mannan,ACTIVE,MISSING,2.0,0.3333333333333333,35,"high_cb_ratio(≥30%,≥3 txns), fraud_type_dispute, missing_settlement_account",MEDIUM
MCH6418,3,28119.22,0.0,1,Grocery,True,1.0,3142.0,1.0,0.0,1.0,Doctor Ltd,ACTIVE,MISSING,1.0,0.3333333333333333,35,"high_cb_ratio(≥30%,≥3 txns), fraud_type_dispute, missing_settlement_account",MEDIUM
MCH6688,3,47361.64,0.0,1,Grocery,False,1.0,3125.63,1.0,0.0,1.0,,,,,0.3333333333333333,35,"high_cb_ratio(≥30%,≥3 txns), fraud_type_dispute, not_in_merchant_master",MEDIUM
MCH8575,3,19751.190000000002,0.3333333333333333,1,Grocery,True,1.0,3107.33,1.0,0.0,1.0,"Doctor, Merchant and Bhatti",ACTIVE,MISSING,1.0,0.3333333333333333,35,"high_cb_ratio(≥30%,≥3 txns), fraud_type_dispute, missing_settlement_account",MEDIUM
MCH7924,3,28834.300000000003,0.0,1,Grocery,False,1.0,3055.0,1.0,0.0,1.0,,,,,0.3333333333333333,35,"high_cb_ratio(≥30%,≥3 txns), fraud_type_dispute, not_in_merchant_master",MEDIUM
MCH6051,3,28452.31,0.0,1,Grocery,True,1.0,3052.0,1.0,0.0,1.0,"Prashad, Date and Sodhi",ACTIVE,MISSING,1.0,0.3333333333333333,35,"high_cb_ratio(≥30%,≥3 txns), fraud_type_dispute, missing_settlement_account",MEDIUM
MCH5975,3,58798.51,0.0,1,Pharmacy,False,1.0,3023.77,1.0,1.0,1.0,,,,,0.3333333333333333,35,"high_cb_ratio(≥30%,≥3 txns), fraud_type_dispute, not_in_merchant_master",MEDIUM
MCH3937,3,38024.4,0.0,1,Grocery,False,1.0,2852.68,1.0,1.0,1.0,,,,,0.3333333333333333,35,"high_cb_ratio(≥30%,≥3 txns), fraud_type_dispute, not_in_merchant_master",MEDIUM
MCH7553,3,51112.62,0.0,1,Hotels & Lodging,False,1.0,2615.98,1.0,1.0,1.0,,,,,0.3333333333333333,35,"high_cb_ratio(≥30%,≥3 txns), fraud_type_dispute, not_in_merchant_master",MEDIUM
MCH7349,3,22458.25,0.0,1,Hotels & Lodging,False,1.0,2589.0,1.0,1.0,1.0,,,,,0.3333333333333333,35,"high_cb_ratio(≥30%,≥3 txns), fraud_type_dispute, not_in_merchant_master",MEDIUM
MCH4412,3,56564.54,0.3333333333333333,1,Unknown,False,1.0,2580.03,1.0,1.0,1.0,,,,,0.3333333333333333,35,"high_cb_ratio(≥30%,≥3 txns), fraud_type_dispute, not_in_merchant_master",MEDIUM
MCH5216,3,27548.16,0.3333333333333333,1,Grocery,False,1.0,2551.0,1.0,0.0,1.0,,,,,0.3333333333333333,35,"high_cb_ratio(≥30%,≥3 txns), fraud_type_dispute, not_in_merchant_master",MEDIUM
MCH4410,3,46177.19,0.3333333333333333,1,Pharmacy,False,1.0,2509.27,1.0,1.0,1.0,,,,,0.3333333333333333,35,"high_cb_ratio(≥30%,≥3 txns), fraud_type_dispute, not_in_merchant_master",MEDIUM
MCH5721,3,9702.36,0.0,1,Pharmacy,False,1.0,2477.97,1.0,0.0,1.0,,,,,0.3333333333333333,35,"high_cb_ratio(≥30%,≥3 txns), fraud_type_dispute, not_in_merchant_master",MEDIUM
MCH7691,3,28069.239999999998,0.0,1,Hotels & Lodging,False,1.0,2351.11,1.0,0.0,1.0,,,,,0.3333333333333333,35,"high_cb_ratio(≥30%,≥3 txns), fraud_type_dispute, not_in_merchant_master",MEDIUM
MCH5209,3,36336.450000000004,0.0,1,Grocery,False,1.0,2342.66,1.0,0.0,1.0,,,,,0.3333333333333333,35,"high_cb_ratio(≥30%,≥3 txns), fraud_type_dispute, not_in_merchant_master",MEDIUM
MCH1209,3,38115.85,0.3333333333333333,1,Grocery,False,1.0,2231.72,1.0,1.0,1.0,,,,,0.3333333333333333,35,"high_cb_ratio(≥30%,≥3 txns), fraud_type_dispute, not_in_merchant_master",MEDIUM
MCH5476,3,29416.53,0.3333333333333333,1,Pharmacy,True,1.0,2224.0,1.0,0.0,1.0,Buch Group,ACTIVE,MISSING,1.0,0.3333333333333333,35,"high_cb_ratio(≥30%,≥3 txns), fraud_type_dispute, missing_settlement_account",MEDIUM
MCH7441,3,20684.57,0.0,1,Grocery,False,1.0,2154.46,1.0,1.0,1.0,,,,,0.3333333333333333,35,"high_cb_ratio(≥30%,≥3 txns), fraud_type_dispute, not_in_merchant_master",MEDIUM
MCH5056,2,15656.11,0.0,2,Grocery,True,2.0,2086.17,0.0,1.0,2.0,Subramaniam Plc,BLOCKED,VIRTUAL_ACCOUNT,1.0,1.0,35,"repeated_disputes(≥2), transacting_while_not_active",MEDIUM
MCH4579,3,6325.76,0.0,1,Grocery,False,1.0,2075.0,1.0,0.0,1.0,,,,,0.3333333333333333,35,"high_cb_ratio(≥30%,≥3 txns), fraud_type_dispute, not_in_merchant_master",MEDIUM
MCH5297,3,41191.06,0.0,1,Grocery,False,1.0,2023.21,1.0,0.0,1.0,,,,,0.3333333333333333,35,"high_cb_ratio(≥30%,≥3 txns), fraud_type_dispute, not_in_merchant_master",MEDIUM
MCH8307,3,38542.16,0.0,1,Grocery,False,1.0,1823.47,1.0,0.0,1.0,,,,,0.3333333333333333,35,"high_cb_ratio(≥30%,≥3 txns), fraud_type_dispute, not_in_merchant_master",MEDIUM
MCH7068,3,32755.51,0.3333333333333333,1,Restaurants,False,1.0,1820.07,1.0,0.0,1.0,,,,,0.3333333333333333,35,"high_cb_ratio(≥30%,≥3 txns), fraud_type_dispute, not_in_merchant_master",MEDIUM
MCH9435,3,46982.32,0.0,1,Pharmacy,False,1.0,1779.15,1.0,1.0,1.0,,,,,0.3333333333333333,35,"high_cb_ratio(≥30%,≥3 txns), fraud_type_dispute, not_in_merchant_master",MEDIUM
MCH7669,3,30613.489999999998,0.0,1,Grocery,False,1.0,1779.0,1.0,0.0,1.0,,,,,0.3333333333333333,35,"high_cb_ratio(≥30%,≥3 txns), fraud_type_dispute, not_in_merchant_master",MEDIUM
MCH1877,3,24514.32,0.0,1,Hotels & Lodging,False,1.0,1778.23,1.0,0.0,1.0,,,,,0.3333333333333333,35,"high_cb_ratio(≥30%,≥3 txns), fraud_type_dispute, not_in_merchant_master",MEDIUM
MCH3991,3,58295.68,0.0,1,Grocery,False,1.0,1770.2,1.0,0.0,1.0,,,,,0.3333333333333333,35,"high_cb_ratio(≥30%,≥3 txns), fraud_type_dispute, not_in_merchant_master",MEDIUM
MCH8689,3,19137.609999999997,0.3333333333333333,1,Grocery,False,1.0,1692.85,1.0,0.0,1.0,,,,,0.3333333333333333,35,"high_cb_ratio(≥30%,≥3 txns), fraud_type_dispute, not_in_merchant_master",MEDIUM
MCH7261,3,50081.05,0.0,1,Transportation,False,1.0,1671.67,1.0,0.0,1.0,,,,,0.3333333333333333,35,"high_cb_ratio(≥30%,≥3 txns), fraud_type_dispute, not_in_merchant_master",MEDIUM
MCH7061,3,42352.87,0.0,1,Hotels & Lodging,True,1.0,1637.49,1.0,0.0,1.0,Grover and Sons,ACTIVE,MISSING,1.0,0.3333333333333333,35,"high_cb_ratio(≥30%,≥3 txns), fraud_type_dispute, missing_settlement_account",MEDIUM
MCH7795,3,31475.04,0.0,1,Grocery,True,1.0,1592.55,1.0,0.0,1.0,Prakash LLC,ACTIVE,MISSING,3.0,0.3333333333333333,35,"high_cb_ratio(≥30%,≥3 txns), fraud_type_dispute, missing_settlement_account",MEDIUM
MCH5826,3,21689.67,0.3333333333333333,1,Restaurants,False,1.0,1589.0,1.0,0.0,1.0,,,,,0.3333333333333333,35,"high_cb_ratio(≥30%,≥3 txns), fraud_type_dispute, not_in_merchant_master",MEDIUM
MCH4803,3,37653.49,0.0,1,Hotels & Lodging,False,1.0,1528.98,1.0,1.0,1.0,,,,,0.3333333333333333,35,"high_cb_ratio(≥30%,≥3 txns), fraud_type_dispute, not_in_merchant_master",MEDIUM
MCH5808,3,47169.57,0.0,1,Grocery,False,1.0,1506.11,1.0,0.0,1.0,,,,,0.3333333333333333,35,"high_cb_ratio(≥30%,≥3 txns), fraud_type_dispute, not_in_merchant_master",MEDIUM
MCH9038,3,48392.98,0.0,1,Grocery,True,1.0,1445.01,1.0,0.0,1.0,Naidu Group,ACTIVE,MISSING,4.0,0.3333333333333333,35,"high_cb_ratio(≥30%,≥3 txns), fraud_type_dispute, missing_settlement_account",MEDIUM
MCH1964,3,47725.380000000005,0.3333333333333333,1,Grocery,False,1.0,1419.0,1.0,0.0,1.0,,,,,0.3333333333333333,35,"high_cb_ratio(≥30%,≥3 txns), fraud_type_dispute, not_in_merchant_master",MEDIUM
MCH8249,3,34056.07,0.0,1,Pharmacy,False,1.0,1385.0,1.0,1.0,1.0,,,,,0.3333333333333333,35,"high_cb_ratio(≥30%,≥3 txns), fraud_type_dispute, not_in_merchant_master",MEDIUM
MCH2105,3,37574.75,0.3333333333333333,1,Hotels & Lodging,True,1.0,1336.86,1.0,0.0,1.0,"Savant, Chauhan and Kumer",ACTIVE,MISSING,2.0,0.3333333333333333,35,"high_cb_ratio(≥30%,≥3 txns), fraud_type_dispute, missing_settlement_account",MEDIUM
MCH6694,3,26454.18,0.0,1,Grocery,False,1.0,1328.22,1.0,0.0,1.0,,,,,0.3333333333333333,35,"high_cb_ratio(≥30%,≥3 txns), fraud_type_dispute, not_in_merchant_master",MEDIUM
MCH1254,3,55967.84,0.0,1,Transportation,True,1.0,1314.28,1.0,0.0,1.0,Pant-Muni,ACTIVE,MISSING,1.0,0.3333333333333333,35,"high_cb_ratio(≥30%,≥3 txns), fraud_type_dispute, missing_settlement_account",MEDIUM
MCH6335,3,41957.92,0.3333333333333333,1,Grocery,False,1.0,1290.35,1.0,0.0,1.0,,,,,0.3333333333333333,35,"high_cb_ratio(≥30%,≥3 txns), fraud_type_dispute, not_in_merchant_master",MEDIUM
MCH3904,3,53993.35,0.3333333333333333,1,Restaurants,False,1.0,1288.0,1.0,0.0,1.0,,,,,0.3333333333333333,35,"high_cb_ratio(≥30%,≥3 txns), fraud_type_dispute, not_in_merchant_master",MEDIUM
MCH5139,3,43367.44,0.0,1,Pharmacy,False,1.0,1285.26,1.0,0.0,1.0,,,,,0.3333333333333333,35,"high_cb_ratio(≥30%,≥3 txns), fraud_type_dispute, not_in_merchant_master",MEDIUM
MCH7396,3,30437.039999999997,0.0,1,Hotels & Lodging,False,1.0,1214.71,1.0,0.0,1.0,,,,,0.3333333333333333,35,"high_cb_ratio(≥30%,≥3 txns), fraud_type_dispute, not_in_merchant_master",MEDIUM
MCH5844,3,19975.29,0.0,1,Unknown,False,1.0,1105.07,1.0,0.0,1.0,,,,,0.3333333333333333,35,"high_cb_ratio(≥30%,≥3 txns), fraud_type_dispute, not_in_merchant_master",MEDIUM
MCH5314,3,20731.56,0.3333333333333333,1,Grocery,False,1.0,1071.93,1.0,0.0,1.0,,,,,0.3333333333333333,35,"high_cb_ratio(≥30%,≥3 txns), fraud_type_dispute, not_in_merchant_master",MEDIUM
MCH2320,3,22240.37,0.0,1,Transportation,False,1.0,1038.0,1.0,0.0,1.0,,,,,0.3333333333333333,35,"high_cb_ratio(≥30%,≥3 txns), fraud_type_dispute, not_in_merchant_master",MEDIUM
MCH7024,3,24730.27,0.3333333333333333,1,Pharmacy,True,1.0,1019.25,1.0,0.0,1.0,Gandhi-Kunda,ACTIVE,MISSING,1.0,0.3333333333333333,35,"high_cb_ratio(≥30%,≥3 txns), fraud_type_dispute, missing_settlement_account",MEDIUM
MCH7424,3,20371.65,0.0,1,Grocery,False,1.0,996.0,1.0,1.0,1.0,,,,,0.3333333333333333,35,"high_cb_ratio(≥30%,≥3 txns), fraud_type_dispute, not_in_merchant_master",MEDIUM
MCH2735,3,37043.42,0.3333333333333333,1,Grocery,False,1.0,983.91,1.0,0.0,1.0,,,,,0.3333333333333333,35,"high_cb_ratio(≥30%,≥3 txns), fraud_type_dispute, not_in_merchant_master",MEDIUM
MCH6190,3,32642.39,0.0,1,Grocery,True,1.0,923.46,1.0,0.0,1.0,Pal Ltd,ACTIVE,MISSING,1.0,0.3333333333333333,35,"high_cb_ratio(≥30%,≥3 txns), fraud_type_dispute, missing_settlement_account",MEDIUM
MCH6285,3,18967.079999999998,0.0,1,Grocery,True,1.0,860.0,1.0,1.0,1.0,Kumer-Mane,ACTIVE,MISSING,1.0,0.3333333333333333,35,"high_cb_ratio(≥30%,≥3 txns), fraud_type_dispute, missing_settlement_account",MEDIUM
MCH3347,3,46384.71,0.0,1,Pharmacy,False,1.0,824.94,1.0,0.0,1.0,,,,,0.3333333333333333,35,"high_cb_ratio(≥30%,≥3 txns), fraud_type_dispute, not_in_merchant_master",MEDIUM
MCH6322,3,31682.83,0.0,1,Grocery,False,1.0,794.23,1.0,1.0,1.0,,,,,0.3333333333333333,35,"high_cb_ratio(≥30%,≥3 txns), fraud_type_dispute, not_in_merchant_master",MEDIUM
MCH7481,3,37966.45,0.0,1,Grocery,False,1.0,793.0,1.0,0.0,1.0,,,,,0.3333333333333333,35,"high_cb_ratio(≥30%,≥3 txns), fraud_type_dispute, not_in_merchant_master",MEDIUM
MCH3034,3,37999.03,0.0,1,Grocery,False,1.0,774.67,1.0,0.0,1.0,,,,,0.3333333333333333,35,"high_cb_ratio(≥30%,≥3 txns), fraud_type_dispute, not_in_merchant_master",MEDIUM
MCH9578,3,48038.07,0.0,1,Grocery,False,1.0,753.9,1.0,0.0,1.0,,,,,0.3333333333333333,35,"high_cb_ratio(≥30%,≥3 txns), fraud_type_dispute, not_in_merchant_master",MEDIUM
MCH8712,3,34204.3,0.0,1,Grocery,False,1.0,752.03,1.0,0.0,1.0,,,,,0.3333333333333333,35,"high_cb_ratio(≥30%,≥3 txns), fraud_type_dispute, not_in_merchant_master",MEDIUM
MCH6484,3,32052.64,0.0,1,Grocery,False,1.0,681.66,1.0,1.0,1.0,,,,,0.3333333333333333,35,"high_cb_ratio(≥30%,≥3 txns), fraud_type_dispute, not_in_merchant_master",MEDIUM
MCH8501,3,36448.15,0.0,1,Hotels & Lodging,True,1.0,676.77,1.0,0.0,1.0,Koshy-Mukherjee,ACTIVE,MISSING,1.0,0.3333333333333333,35,"high_cb_ratio(≥30%,≥3 txns), fraud_type_dispute, missing_settlement_account",MEDIUM
MCH9309,3,58597.05,0.0,1,Restaurants,False,1.0,642.07,1.0,1.0,1.0,,,,,0.3333333333333333,35,"high_cb_ratio(≥30%,≥3 txns), fraud_type_dispute, not_in_merchant_master",MEDIUM
MCH1741,3,18967.4,0.3333333333333333,1,Grocery,False,1.0,638.96,1.0,0.0,1.0,,,,,0.3333333333333333,35,"high_cb_ratio(≥30%,≥3 txns), fraud_type_dispute, not_in_merchant_master",MEDIUM
MCH6214,3,32275.1,0.0,1,Grocery,False,1.0,624.0,1.0,0.0,1.0,,,,,0.3333333333333333,35,"high_cb_ratio(≥30%,≥3 txns), fraud_type_dispute, not_in_merchant_master",MEDIUM
MCH6717,3,26358.690000000002,0.0,1,Grocery,False,1.0,589.03,1.0,0.0,1.0,,,,,0.3333333333333333,35,"high_cb_ratio(≥30%,≥3 txns), fraud_type_dispute, not_in_merchant_master",MEDIUM
MCH2065,3,47378.38,0.0,1,Grocery,False,1.0,584.74,1.0,0.0,1.0,,,,,0.3333333333333333,35,"high_cb_ratio(≥30%,≥3 txns), fraud_type_dispute, not_in_merchant_master",MEDIUM
MCH8354,3,33383.61,0.0,1,Hotels & Lodging,False,1.0,532.41,1.0,0.0,1.0,,,,,0.3333333333333333,35,"high_cb_ratio(≥30%,≥3 txns), fraud_type_dispute, not_in_merchant_master",MEDIUM
MCH7894,3,23907.559999999998,0.0,1,Hotels & Lodging,False,1.0,530.01,1.0,0.0,1.0,,,,,0.3333333333333333,35,"high_cb_ratio(≥30%,≥3 txns), fraud_type_dispute, not_in_merchant_master",MEDIUM
MCH8668,3,23557.84,0.0,1,Grocery,False,1.0,494.63,1.0,0.0,1.0,,,,,0.3333333333333333,35,"high_cb_ratio(≥30%,≥3 txns), fraud_type_dispute, not_in_merchant_master",MEDIUM
MCH9739,3,36120.94,0.0,1,Grocery,True,1.0,465.76,1.0,1.0,1.0,"Gupta, Bhatia and Dhillon",ACTIVE,MISSING,1.0,0.3333333333333333,35,"high_cb_ratio(≥30%,≥3 txns), fraud_type_dispute, missing_settlement_account",MEDIUM
MCH5431,3,27462.670000000002,0.0,1,Grocery,False,1.0,451.83,1.0,1.0,1.0,,,,,0.3333333333333333,35,"high_cb_ratio(≥30%,≥3 txns), fraud_type_dispute, not_in_merchant_master",MEDIUM
MCH1579,3,38880.37,0.0,1,Pharmacy,False,1.0,450.33,1.0,0.0,1.0,,,,,0.3333333333333333,35,"high_cb_ratio(≥30%,≥3 txns), fraud_type_dispute, not_in_merchant_master",MEDIUM
MCH2303,3,56415.71000000001,0.0,1,Pharmacy,False,1.0,447.83,1.0,0.0,1.0,,,,,0.3333333333333333,35,"high_cb_ratio(≥30%,≥3 txns), fraud_type_dispute, not_in_merchant_master",MEDIUM
MCH3099,3,34563.990000000005,0.0,1,Grocery,True,1.0,411.83,1.0,1.0,1.0,Peri-Parmer,ACTIVE,MISSING,1.0,0.3333333333333333,35,"high_cb_ratio(≥30%,≥3 txns), fraud_type_dispute, missing_settlement_account",MEDIUM
MCH3584,3,25967.13,0.0,1,Grocery,False,1.0,393.4,1.0,0.0,1.0,,,,,0.3333333333333333,35,"high_cb_ratio(≥30%,≥3 txns), fraud_type_dispute, not_in_merchant_master",MEDIUM
MCH3773,3,18283.66,0.0,1,Grocery,False,1.0,388.91,1.0,0.0,1.0,,,,,0.3333333333333333,35,"high_cb_ratio(≥30%,≥3 txns), fraud_type_dispute, not_in_merchant_master",MEDIUM
MCH9341,3,45908.47,0.3333333333333333,1,Pharmacy,False,1.0,385.0,1.0,0.0,1.0,,,,,0.3333333333333333,35,"high_cb_ratio(≥30%,≥3 txns), fraud_type_dispute, not_in_merchant_master",MEDIUM
MCH2358,3,36115.15,0.0,1,Grocery,False,1.0,336.91,1.0,0.0,1.0,,,,,0.3333333333333333,35,"high_cb_ratio(≥30%,≥3 txns), fraud_type_dispute, not_in_merchant_master",MEDIUM
MCH8269,3,26197.37,0.0,1,Hotels & Lodging,False,1.0,326.32,1.0,0.0,1.0,,,,,0.3333333333333333,35,"high_cb_ratio(≥30%,≥3 txns), fraud_type_dispute, not_in_merchant_master",MEDIUM
MCH2325,3,45856.48,0.3333333333333333,1,Restaurants,False,1.0,320.6,1.0,0.0,1.0,,,,,0.3333333333333333,35,"high_cb_ratio(≥30%,≥3 txns), fraud_type_dispute, not_in_merchant_master",MEDIUM
