complaint_id,txn_id,user_id,merchant_id,merchant_category,reason_category,severity,disputed_amount,transaction_timestamp,reported_timestamp,reporting_delay_days,resolution_status,kyc_status
CBK0002753,TXN00006756,USR60836,MCH7992,Grocery,SERVICE_NOT_PROVIDED,MEDIUM,988.98,2026-03-28 00:00:00,2026-04-28 00:00:00,31.0,PENDING_BANK,NO_KYC_RECORD
CBK0000317,TXN00005496,USR74563,MCH4434,Restaurants,NOT_DELIVERED,MEDIUM,8351.08,2026-02-22 00:00:00,2026-03-25 00:00:00,31.0,RESOLVED,NO_KYC_RECORD
CBK0000923,TXN00094657,USR35229,MCH1505,Unknown,WRONG_AMOUNT,HIGH,2556.0,2026-03-23 00:00:00,2026-04-23 00:00:00,31.0,CLOSED,NO_KYC_RECORD
CBK0002685,TXN00018738,USR99510,MCH3724,Unknown,DUPLICATE_DEBIT,LOW,1179.22,2026-02-10 00:00:00,2026-03-13 00:00:00,31.0,PENDING_BANK,NO_KYC_RECORD
CBK0001988,TXN00011416,USR32332,MCH6004,Hotels & Lodging,NOT_DELIVERED,HIGH,648.02,2026-02-02 00:00:00,2026-03-05 00:00:00,31.0,REJECTED,NO_KYC_RECORD
CBK0001618,TXN00015125,USR78417,MCH9070,Grocery,ACCOUNT_TAKEOVER,MEDIUM,967.0,2026-03-28 00:00:00,2026-04-28 00:00:00,31.0,IN_PROGRESS,VERIFIED
CBK0000856,TXN00000917,USR23090,MCH6752,Unknown,WRONG_AMOUNT,LOW,2601.86,2026-03-16 00:00:00,2026-04-16 00:00:00,31.0,PENDING_BANK,NO_KYC_RECORD
CBK0002599,TXN00015427,USR86386,MCH8217,Hotels & Lodging,FRAUD_SUSPECTED,MEDIUM,1089.6,2026-03-04 00:00:00,2026-04-04 00:00:00,31.0,OPEN,NO_KYC_RECORD
CBK0001072,TXN00006554,USR91797,MCH4319,Restaurants,SERVICE_NOT_PROVIDED,MEDIUM,4172.97,2026-01-11 00:00:00,2026-02-11 00:00:00,31.0,IN_PROGRESS,NO_KYC_RECORD
CBK0001617,TXN00001553,USR97571,MCH3520,Apparel,SERVICE_NOT_PROVIDED,CRITICAL,5796.41,2026-01-08 00:00:00,2026-02-08 00:00:00,31.0,PENDING_BANK,NO_KYC_RECORD
CBK0000597,TXN00012105,USR62385,MCH7681,Transportation,DUPLICATE_DEBIT,LOW,1866.96,2026-02-07 00:00:00,2026-03-10 00:00:00,31.0,IN_PROGRESS,NO_KYC_RECORD
CBK0000707,TXN00009174,USR24736,MCH9934,Grocery,SERVICE_NOT_PROVIDED,LOW,3544.0,2026-03-28 00:00:00,2026-04-28 00:00:00,31.0,IN_PROGRESS,VERIFIED
CBK0002056,TXN00003732,USR82174,MCH7131,Transportation,UNAUTHORIZED_TXN,CRITICAL,5678.98,2026-03-03 00:00:00,2026-04-03 00:00:00,31.0,RESOLVED,NO_KYC_RECORD
CBK0001943,TXN00000649,USR93416,MCH1457,Grocery,NOT_DELIVERED,MEDIUM,1174.17,2026-03-13 00:00:00,2026-04-13 00:00:00,31.0,IN_PROGRESS,PENDING
CBK0002718,TXN00013934,USR77709,MCH5422,Hotels & Lodging,ACCOUNT_TAKEOVER,LOW,7727.87,2026-02-20 00:00:00,2026-03-22 23:15:17,30.97,OPEN,NO_KYC_RECORD
CBK0001810,TXN00004960,USR10441,MCH9322,Department Stores,SERVICE_NOT_PROVIDED,LOW,1327.87,2026-03-28 00:00:00,2026-04-27 22:27:53,30.94,CLOSED,NO_KYC_RECORD
CBK0001064,TXN00016822,USR49592,MCH6560,Grocery,UNAUTHORIZED_TXN,LOW,3058.22,2026-01-19 01:40:00,2026-02-19 00:00:00,30.93,IN_PROGRESS,NO_KYC_RECORD
CBK0001051,TXN00007915,USR45945,MCH8813,Pharmacy,UNAUTHORIZED_TXN,CRITICAL,1789.71,2026-02-10 03:04:00,2026-03-13 00:00:00,30.87,RESOLVED,VERIFIED
CBK0002210,TXN00005430,USR97643,MCH5475,Unknown,UNAUTHORIZED_TXN,MEDIUM,1006.88,2026-02-28 17:08:00,2026-03-31 13:08:00,30.83,PENDING_BANK,NO_KYC_RECORD
CBK0001888,TXN00004061,USR12146,MCH2121,Restaurants,GENERAL_DISPUTE,LOW,2090.0,2026-02-10 00:00:00,2026-03-12 18:31:00,30.77,CLOSED,IN_REVIEW
CBK0002264,TXN00001289,USR23115,MCH5427,Unknown,NOT_DELIVERED,CRITICAL,201.03,2026-02-26 00:00:00,2026-03-28 17:35:00,30.73,PENDING_BANK,NO_KYC_RECORD
CBK0001267,TXN00003341,USR37143,MCH8010,Hotels & Lodging,WRONG_AMOUNT,LOW,635.0,2026-02-24 00:00:00,2026-03-26 17:11:59,30.72,REJECTED,REJECTED
CBK0000624,TXN00000969,USR74983,MCH8275,Grocery,GENERAL_DISPUTE,MEDIUM,6622.0,2026-03-19 07:40:40,2026-04-19 00:00:00,30.68,IN_PROGRESS,PENDING
CBK0002353,TXN00017005,USR37155,MCH5743,Unknown,NOT_DELIVERED,MEDIUM,10880.54,2026-03-01 06:38:00,2026-03-31 21:38:30,30.63,OPEN,NO_KYC_RECORD
CBK0000846,TXN00018851,USR23547,MCH8484,Grocery,GENERAL_DISPUTE,HIGH,2087.83,2026-03-18 00:00:00,2026-04-17 14:56:00,30.62,PENDING_BANK,NO_KYC_RECORD
CBK0001564,TXN00001739,USR51488,MCH9526,Hotels & Lodging,DUPLICATE_DEBIT,LOW,482.37,2026-02-04 00:00:00,2026-03-06 14:33:00,30.61,IN_PROGRESS,REJECTED
CBK0001396,TXN00008851,USR22260,MCH4548,Transportation,DUPLICATE_DEBIT,MEDIUM,1383.51,2026-03-28 00:00:00,2026-04-27 12:50:00,30.53,REJECTED,VERIFIED
CBK0001500,TXN00004113,USR78300,MCH2519,Restaurants,SERVICE_NOT_PROVIDED,HIGH,1173.86,2026-03-14 11:50:00,2026-04-14 00:00:00,30.51,CLOSED,VERIFIED
CBK0001967,TXN00004164,USR35383,MCH6418,Transportation,UNAUTHORIZED_TXN,MEDIUM,3142.0,2026-01-22 12:01:00,2026-02-22 00:00:00,30.5,OPEN,VERIFIED
CBK0000959,TXN00011129,USR38968,MCH8894,Grocery,UNAUTHORIZED_TXN,MEDIUM,4888.42,2026-02-07 00:00:00,2026-03-09 11:52:00,30.49,CLOSED,NO_KYC_RECORD
CBK0000282,TXN00016877,USR28694,MCH3471,Unknown,SERVICE_NOT_PROVIDED,MEDIUM,3046.01,2026-03-10 18:14:00,2026-04-10 05:14:49,30.46,RESOLVED,NO_KYC_RECORD
CBK0000394,TXN00000779,USR13400,MCH7030,Grocery,DUPLICATE_DEBIT,MEDIUM,4511.29,2026-02-03 13:21:00,2026-03-06 00:00:00,30.44,IN_PROGRESS,NO_KYC_RECORD
CBK0002586,TXN00016107,USR82867,MCH3899,Transportation,GENERAL_DISPUTE,LOW,800.72,2026-03-15 00:00:00,2026-04-14 10:20:30,30.43,OPEN,NO_KYC_RECORD
CBK0002709,TXN00003581,USR57411,MCH9539,Transportation,UNAUTHORIZED_TXN,MEDIUM,3616.02,2026-01-27 00:00:00,2026-02-26 10:26:00,30.43,IN_PROGRESS,REJECTED
CBK0001897,TXN00008189,USR53813,MCH5272,Restaurants,DUPLICATE_DEBIT,MEDIUM,577.55,2026-01-10 00:00:00,2026-02-09 09:59:00,30.42,IN_PROGRESS,NO_KYC_RECORD
CBK0000911,TXN00002114,USR34672,MCH3513,Grocery,ACCOUNT_TAKEOVER,LOW,4126.61,2026-01-26 14:20:00,2026-02-26 00:00:00,30.4,REJECTED,NO_KYC_RECORD
CBK0000028,TXN00005785,USR97837,MCH6266,Restaurants,DUPLICATE_DEBIT,MEDIUM,222.95,2026-02-03 15:28:00,2026-03-06 00:28:00,30.38,CLOSED,NO_KYC_RECORD
CBK0000987,TXN00003201,USR15771,MCH4074,Transportation,UNAUTHORIZED_TXN,LOW,993.95,2026-02-03 15:38:55,2026-03-05 23:38:00,30.33,REJECTED,REJECTED
CBK0002770,TXN00013498,USR83535,MCH2400,Transportation,UNAUTHORIZED_TXN,LOW,469.12,2026-01-05 17:13:36,2026-02-05 00:00:00,30.28,PENDING_BANK,NO_KYC_RECORD
CBK0002323,,USR71935,MCH3538,Unknown,UNAUTHORIZED_TXN,LOW,2538.09,2026-02-07 00:00:00,2026-03-09 06:02:09,30.25,IN_PROGRESS,VERIFIED
CBK0000451,TXN00007457,USR52102,MCH4434,Transportation,GENERAL_DISPUTE,MEDIUM,838.9,2026-01-10 08:18:00,2026-02-09 13:18:00,30.21,IN_PROGRESS,NO_KYC_RECORD
CBK0001411,TXN00011455,USR81301,MCH7682,Restaurants,FRAUD_SUSPECTED,LOW,3012.1,2026-02-02 22:05:00,2026-03-05 00:00:00,30.08,OPEN,NO_KYC_RECORD
CBK0001433,TXN00011103,USR74446,MCH1934,Transportation,DUPLICATE_DEBIT,LOW,5968.43,2026-01-02 23:19:14,2026-02-02 00:00:00,30.03,RESOLVED,NO_KYC_RECORD
CBK0001454,TXN00011270,USR64029,MCH4768,Restaurants,ACCOUNT_TAKEOVER,MEDIUM,2315.0,2026-01-12 23:29:29,2026-02-12 00:00:00,30.02,PENDING_BANK,VERIFIED
CBK0002196,TXN00010149,USR62069,MCH5110,Pharmacy,UNAUTHORIZED_TXN,CRITICAL,21450.22,2026-02-28 00:00:00,2026-03-30 00:00:00,30.0,IN_PROGRESS,NO_KYC_RECORD
CBK0002551,TXN00011968,USR33039,MCH7459,Grocery,UNAUTHORIZED_TXN,MEDIUM,4809.04,2026-02-12 00:00:00,2026-03-14 00:00:00,30.0,IN_PROGRESS,NO_KYC_RECORD
CBK0000123,TXN00016267,USR30438,MCH3232,Hotels & Lodging,UNAUTHORIZED_TXN,HIGH,1756.0,2026-02-05 00:00:00,2026-03-07 00:00:00,30.0,RESOLVED,NO_KYC_RECORD
CBK0002135,TXN00017607,USR82916,MCH2149,Grocery,UNAUTHORIZED_TXN,LOW,291.0,2026-02-09 00:00:00,2026-03-11 00:00:00,30.0,OPEN,VERIFIED
CBK0000023,TXN00001464,USR54217,MCH6682,Grocery,NOT_DELIVERED,MEDIUM,1112.83,2026-03-14 00:00:00,2026-04-13 00:00:00,30.0,RESOLVED,VERIFIED
CBK0001091,TXN00003670,USR50153,MCH4386,Restaurants,DUPLICATE_DEBIT,LOW,2583.29,2026-01-07 00:00:00,2026-02-06 00:00:00,30.0,REJECTED,NO_KYC_RECORD
CBK0000344,TXN00018344,USR41135,MCH7517,Apparel,FRAUD_SUSPECTED,HIGH,9060.0,2026-02-05 00:00:00,2026-03-07 00:00:00,30.0,CLOSED,VERIFIED
CBK0002157,TXN00010666,USR29579,MCH8357,Hotels & Lodging,WRONG_AMOUNT,LOW,1349.33,2026-02-07 00:00:00,2026-03-09 00:00:00,30.0,CLOSED,VERIFIED
CBK0002269,TXN00002609,USR19884,MCH8715,Transportation,WRONG_AMOUNT,MEDIUM,3155.0,2026-03-06 00:00:00,2026-04-05 00:00:00,30.0,IN_PROGRESS,NO_KYC_RECORD
CBK0002237,TXN00001882,USR72472,MCH5320,Grocery,DUPLICATE_DEBIT,MEDIUM,2264.22,2026-03-28 00:00:00,2026-04-27 00:00:00,30.0,CLOSED,NO_KYC_RECORD
CBK0001427,TXN00019824,USR23317,MCH6831,Pharmacy,SERVICE_NOT_PROVIDED,CRITICAL,755.08,2026-01-06 00:00:00,2026-02-05 00:00:00,30.0,REJECTED,NO_KYC_RECORD
CBK0001895,TXN00015855,USR63589,MCH7273,Grocery,GENERAL_DISPUTE,MEDIUM,3458.58,2026-01-20 00:00:00,2026-02-19 00:00:00,30.0,RESOLVED,VERIFIED
CBK0002750,TXN00013670,USR13957,MCH5761,Unknown,DUPLICATE_DEBIT,MEDIUM,4375.63,2026-02-11 00:00:00,2026-03-13 00:00:00,30.0,REJECTED,NO_KYC_RECORD
CBK0001223,,USR85507,MCH1883,Restaurants,UNAUTHORIZED_TXN,LOW,1472.04,2026-03-04 00:00:00,2026-04-03 00:00:00,30.0,PENDING_BANK,NO_KYC_RECORD
CBK0001541,TXN00011858,USR63885,MCH2942,Transportation,DUPLICATE_DEBIT,MEDIUM,7857.66,2026-03-08 00:00:00,2026-04-07 00:00:00,30.0,OPEN,NO_KYC_RECORD
CBK0001507,TXN00014680,USR30280,MCH8881,Hotels & Lodging,WRONG_AMOUNT,LOW,6017.37,2026-01-29 00:00:00,2026-02-28 00:00:00,30.0,REJECTED,NO_KYC_RECORD
CBK0000047,TXN00074133,USR46927,MCH2711,Unknown,WRONG_AMOUNT,MEDIUM,546.0,2026-03-27 00:00:00,2026-04-26 00:00:00,30.0,OPEN,NO_KYC_RECORD
CBK0001007,TXN00014381,USR58059,MCH8756,Grocery,FRAUD_SUSPECTED,HIGH,1523.0,2026-01-11 00:00:00,2026-02-10 00:00:00,30.0,RESOLVED,NO_KYC_RECORD
CBK0000848,TXN00000823,USR51195,MCH2334,Grocery,FRAUD_SUSPECTED,LOW,1982.27,2026-03-30 00:00:00,2026-04-29 00:00:00,30.0,RESOLVED,NO_KYC_RECORD
CBK0001481,TXN00001735,USR56111,MCH9126,Grocery,SERVICE_NOT_PROVIDED,MEDIUM,3084.74,2026-02-26 00:00:00,2026-03-28 00:00:00,30.0,CLOSED,REJECTED
CBK0000186,TXN00016957,USR72629,MCH6835,Restaurants,ACCOUNT_TAKEOVER,LOW,1444.28,2026-03-17 00:00:00,2026-04-16 00:00:00,30.0,RESOLVED,NO_KYC_RECORD
CBK0000752,TXN00012584,USR72162,MCH6969,Transportation,GENERAL_DISPUTE,LOW,397.91,2026-01-17 00:00:00,2026-02-16 00:00:00,30.0,CLOSED,VERIFIED
CBK0002347,TXN00010961,USR48343,MCH2000,Transportation,WRONG_AMOUNT,LOW,1126.18,2026-02-13 00:00:00,2026-03-15 00:00:00,30.0,REJECTED,NO_KYC_RECORD
CBK0000460,TXN00001710,USR43228,MCH7810,Pharmacy,ACCOUNT_TAKEOVER,MEDIUM,5894.84,2026-03-22 00:00:00,2026-04-21 00:00:00,30.0,RESOLVED,NO_KYC_RECORD
CBK0000464,TXN00001948,USR22564,MCH3050,Transportation,SERVICE_NOT_PROVIDED,LOW,3935.87,2026-03-11 00:50:00,2026-04-10 00:00:00,29.97,RESOLVED,VERIFIED
CBK0002508,TXN00015520,USR71727,MCH1515,Restaurants,DUPLICATE_DEBIT,CRITICAL,578.15,2026-01-24 00:42:06,2026-02-23 00:00:00,29.97,PENDING_BANK,NO_KYC_RECORD
CBK0001440,TXN00009124,USR49452,MCH5012,Grocery,SERVICE_NOT_PROVIDED,MEDIUM,253.0,2026-02-06 01:11:28,2026-03-08 00:00:00,29.95,IN_PROGRESS,NO_KYC_RECORD
CBK0000236,TXN00015982,USR61129,MCH4843,Transportation,GENERAL_DISPUTE,LOW,3445.69,2026-02-19 02:15:55,2026-03-21 00:00:00,29.91,OPEN,NO_KYC_RECORD
CBK0002385,TXN00016200,USR72421,MCH1818,Apparel,NOT_DELIVERED,MEDIUM,2148.76,2026-01-04 02:48:11,2026-02-03 00:00:00,29.88,IN_PROGRESS,NO_KYC_RECORD
CBK0002646,TXN00007962,USR29097,MCH3376,Grocery,DUPLICATE_DEBIT,CRITICAL,875.42,2026-01-06 03:01:00,2026-02-05 00:00:00,29.87,CLOSED,NO_KYC_RECORD
CBK0002744,TXN00012832,USR32716,MCH5009,Grocery,UNAUTHORIZED_TXN,LOW,4346.69,2026-03-05 03:30:57,2026-04-04 00:00:00,29.85,IN_PROGRESS,VERIFIED
CBK0000837,TXN00014492,USR65475,MCH2600,Apparel,FRAUD_SUSPECTED,HIGH,18659.19,2026-01-04 03:46:36,2026-02-03 00:00:00,29.84,IN_PROGRESS,VERIFIED
CBK0001455,TXN00007357,USR24025,MCH1498,Grocery,WRONG_AMOUNT,MEDIUM,161.0,2026-01-10 04:54:03,2026-02-09 00:00:00,29.8,IN_PROGRESS,NO_KYC_RECORD
CBK0000412,TXN00007488,USR18563,MCH7002,Unknown,WRONG_AMOUNT,HIGH,384.26,2026-01-14 05:30:00,2026-02-13 00:00:00,29.77,PENDING_BANK,VERIFIED
CBK0000171,TXN00003032,USR74517,MCH9969,Hotels & Lodging,NOT_DELIVERED,HIGH,988.93,2026-02-02 06:26:00,2026-03-04 00:00:00,29.73,REJECTED,NO_KYC_RECORD
CBK0000549,TXN00011700,USR84351,MCH5067,Grocery,GENERAL_DISPUTE,LOW,14999.55,2026-03-30 11:04:32,2026-04-29 00:00:00,29.54,OPEN,NO_KYC_RECORD
CBK0001712,TXN00007450,USR63429,MCH8300,Grocery,NOT_DELIVERED,HIGH,1985.25,2026-03-24 11:00:00,2026-04-23 00:00:00,29.54,PENDING_BANK,NO_KYC_RECORD
CBK0001787,TXN00013934,USR77709,MCH5422,Hotels & Lodging,ACCOUNT_TAKEOVER,HIGH,487.43,2026-03-12 13:58:26,2026-04-11 00:00:00,29.42,IN_PROGRESS,NO_KYC_RECORD
CBK0001594,TXN00004839,USR38591,MCH4660,Restaurants,NOT_DELIVERED,HIGH,955.91,2026-03-25 14:10:57,2026-04-24 00:00:00,29.41,CLOSED,VERIFIED
CBK0001006,TXN00005755,USR48591,MCH2143,Grocery,FRAUD_SUSPECTED,MEDIUM,740.85,2026-03-29 16:15:15,2026-04-28 00:00:00,29.32,IN_PROGRESS,NO_KYC_RECORD
CBK0001681,TXN00013474,USR49935,MCH9638,Transportation,NOT_DELIVERED,LOW,3303.95,2026-03-08 17:42:18,2026-04-07 00:00:00,29.26,OPEN,VERIFIED
CBK0000393,TXN00010745,USR25313,MCH6239,Apparel,ACCOUNT_TAKEOVER,CRITICAL,2212.96,2026-01-14 19:00:00,2026-02-13 00:00:00,29.21,REJECTED,VERIFIED
CBK0002682,TXN00000762,USR74431,MCH3815,Restaurants,DUPLICATE_DEBIT,HIGH,1083.4,2026-01-23 19:17:00,2026-02-21 00:00:00,28.2,RESOLVED,NO_KYC_RECORD
CBK0000806,TXN00010423,USR92720,MCH7558,Hotels & Lodging,SERVICE_NOT_PROVIDED,LOW,1285.39,2026-01-28 13:08:32,2026-02-25 04:33:00,27.64,REJECTED,PENDING
CBK0000844,TXN00012434,USR20008,MCH5155,Transportation,SERVICE_NOT_PROVIDED,MEDIUM,2898.89,2026-01-30 03:58:01,2026-02-26 16:33:00,27.52,REJECTED,NO_KYC_RECORD
CBK0001388,TXN00008970,USR48734,MCH6090,Pharmacy,DUPLICATE_DEBIT,LOW,4522.0,2026-03-05 01:36:15,2026-04-01 12:45:30,27.46,OPEN,REJECTED
CBK0002374,TXN00005973,USR98871,MCH6880,Grocery,UNAUTHORIZED_TXN,MEDIUM,10229.48,2026-01-10 22:24:16,2026-02-07 00:00:00,27.07,PENDING_BANK,NO_KYC_RECORD
CBK0000455,TXN00012649,USR48604,MCH1905,Restaurants,ACCOUNT_TAKEOVER,HIGH,2202.7,2026-01-28 23:06:49,2026-02-25 00:00:00,27.04,IN_PROGRESS,VERIFIED
CBK0001921,TXN00018097,USR41962,MCH9753,Pharmacy,NOT_DELIVERED,HIGH,2522.66,2026-01-31 09:56:59,2026-02-27 00:00:00,26.59,CLOSED,NO_KYC_RECORD
CBK0000568,TXN00005915,USR74915,MCH1618,Grocery,FRAUD_SUSPECTED,MEDIUM,215.32,2026-01-28 16:15:35,2026-02-24 00:00:00,26.32,PENDING_BANK,VERIFIED
CBK0000216,TXN00011136,USR80577,MCH6838,Pharmacy,SERVICE_NOT_PROVIDED,MEDIUM,4064.12,2026-01-15 04:31:27,2026-02-10 05:09:00,26.03,REJECTED,PENDING
CBK0000812,TXN00003721,USR43100,MCH9676,Grocery,FRAUD_SUSPECTED,HIGH,3807.76,2026-02-07 00:09:16,2026-03-05 00:00:00,25.99,CLOSED,NO_KYC_RECORD
CBK0000045,TXN00018877,USR94279,MCH4458,Grocery,SERVICE_NOT_PROVIDED,CRITICAL,2653.61,2026-02-12 17:03:46,2026-03-10 00:00:00,25.29,OPEN,VERIFIED
CBK0001758,TXN00014222,USR15377,MCH3560,Transportation,WRONG_AMOUNT,LOW,2187.0,2026-02-18 18:51:05,2026-03-16 00:00:00,25.21,REJECTED,NO_KYC_RECORD
CBK0001540,TXN00018190,USR13826,MCH2138,Grocery,UNAUTHORIZED_TXN,MEDIUM,3985.84,2026-01-31 04:25:41,2026-02-24 00:00:00,23.82,REJECTED,NO_KYC_RECORD
CBK0002762,TXN00012709,USR34215,MCH3325,Transportation,DUPLICATE_DEBIT,MEDIUM,1866.43,2026-01-02 18:14:50,2026-01-25 00:00:00,22.24,OPEN,VERIFIED
CBK0000389,TXN00015997,USR38727,MCH7468,Grocery,UNAUTHORIZED_TXN,LOW,1370.91,2026-02-05 00:11:09,2026-02-27 01:44:30,22.06,PENDING_BANK,VERIFIED
CBK0001560,TXN00001620,USR32079,MCH8999,Pharmacy,FRAUD_SUSPECTED,LOW,1347.82,2026-03-01 00:00:00,2026-03-23 00:00:00,22.0,RESOLVED,VERIFIED
CBK0001670,TXN00018666,USR78780,MCH5135,Apparel,UNAUTHORIZED_TXN,MEDIUM,1677.0,2026-02-12 13:54:33,2026-03-06 00:00:00,21.42,OPEN,NO_KYC_RECORD
CBK0000964,TXN00002933,USR46169,MCH1389,Pharmacy,ACCOUNT_TAKEOVER,MEDIUM,1870.77,2026-01-06 09:07:16,2026-01-27 00:00:00,20.62,RESOLVED,VERIFIED
CBK0000663,TXN00002699,USR17917,MCH6988,Unknown,ACCOUNT_TAKEOVER,HIGH,422.45,2026-02-20 00:55:50,2026-03-11 00:00:00,18.96,CLOSED,VERIFIED
CBK0001141,TXN00005079,USR97464,MCH3246,Grocery,DUPLICATE_DEBIT,HIGH,1368.67,2026-02-05 18:08:23,2026-02-24 11:45:21,18.73,PENDING_BANK,NO_KYC_RECORD
CBK0002391,TXN00013005,USR42941,MCH2716,Pharmacy,NOT_DELIVERED,LOW,3734.7,2026-03-13 14:31:41,2026-04-01 00:00:00,18.39,PENDING_BANK,VERIFIED
CBK0001874,TXN00004675,USR42248,MCH9509,Hotels & Lodging,NOT_DELIVERED,HIGH,258.2,2026-03-21 00:00:00,2026-04-06 22:58:00,16.96,PENDING_BANK,VERIFIED
CBK0002670,TXN00018420,USR30397,MCH5342,Unknown,SERVICE_NOT_PROVIDED,HIGH,2274.67,2026-02-24 00:39:53,2026-03-12 19:55:00,16.8,PENDING_BANK,NO_KYC_RECORD
CBK0000308,TXN00017336,USR63057,MCH9048,Transportation,NOT_DELIVERED,CRITICAL,3087.13,2026-03-23 00:00:00,2026-04-08 16:47:26,16.7,RESOLVED,IN_REVIEW
CBK0000538,TXN00005988,USR71306,MCH9778,Restaurants,ACCOUNT_TAKEOVER,HIGH,1345.11,2026-01-10 00:00:00,2026-01-26 15:58:00,16.67,OPEN,NO_KYC_RECORD
CBK0001608,TXN00019683,USR43210,MCH3834,Grocery,GENERAL_DISPUTE,MEDIUM,363.03,2026-02-14 00:00:00,2026-03-02 15:14:00,16.63,IN_PROGRESS,PENDING
CBK0001168,TXN00005941,USR84110,MCH2924,Hotels & Lodging,WRONG_AMOUNT,HIGH,8630.24,2026-03-06 00:00:00,2026-03-22 14:23:38,16.6,IN_PROGRESS,NO_KYC_RECORD
CBK0000254,TXN00005010,USR63835,MCH6335,Pharmacy,ACCOUNT_TAKEOVER,MEDIUM,1290.35,2026-02-19 09:38:52,2026-03-08 00:00:00,16.6,OPEN,NO_KYC_RECORD
CBK0002538,TXN00018880,USR20074,MCH5476,Grocery,ACCOUNT_TAKEOVER,LOW,2224.0,2026-01-13 00:00:00,2026-01-29 12:17:00,16.51,REJECTED,VERIFIED
CBK0001683,TXN00009432,USR72066,MCH4115,Transportation,GENERAL_DISPUTE,HIGH,5973.59,2026-02-19 00:00:00,2026-03-07 12:06:00,16.5,IN_PROGRESS,VERIFIED
CBK0000956,TXN00001028,USR65744,MCH6510,Unknown,NOT_DELIVERED,MEDIUM,21115.29,2026-03-30 00:00:00,2026-04-15 11:18:00,16.47,OPEN,VERIFIED
CBK0000235,TXN00006623,USR83988,MCH9851,Hotels & Lodging,SERVICE_NOT_PROVIDED,LOW,1154.99,2026-01-27 00:00:00,2026-02-12 09:53:35,16.41,IN_PROGRESS,NO_KYC_RECORD
CBK0001018,TXN00018348,USR27368,MCH3078,Transportation,UNAUTHORIZED_TXN,LOW,1207.49,2026-01-28 00:00:00,2026-02-13 05:26:28,16.23,RESOLVED,NO_KYC_RECORD
CBK0002115,TXN00015780,USR86322,MCH4039,Restaurants,GENERAL_DISPUTE,MEDIUM,1404.29,2026-01-21 00:00:00,2026-02-06 03:02:02,16.13,OPEN,NO_KYC_RECORD
CBK0000414,TXN00071282,USR51465,MCH8403,Unknown,ACCOUNT_TAKEOVER,CRITICAL,4105.21,2026-03-05 00:00:00,2026-03-21 02:45:00,16.11,IN_PROGRESS,NO_KYC_RECORD
CBK0000556,TXN00013406,USR50378,MCH2484,Unknown,FRAUD_SUSPECTED,HIGH,6052.19,2026-03-08 00:00:00,2026-03-24 02:07:00,16.09,OPEN,VERIFIED
CBK0000263,TXN00006449,USR76874,MCH1342,Grocery,ACCOUNT_TAKEOVER,HIGH,250.0,2026-01-10 00:00:00,2026-01-26 01:59:16,16.08,IN_PROGRESS,NO_KYC_RECORD
CBK0000021,TXN00013452,USR20653,MCH6451,Restaurants,FRAUD_SUSPECTED,MEDIUM,2480.91,2026-02-18 00:00:00,2026-03-06 00:25:19,16.02,IN_PROGRESS,VERIFIED
CBK0002612,TXN00010607,USR51423,MCH5045,Grocery,ACCOUNT_TAKEOVER,HIGH,397.65,2026-03-01 00:00:00,2026-03-17 00:00:00,16.0,RESOLVED,NO_KYC_RECORD
CBK0000124,TXN00006207,USR92289,MCH5670,Hotels & Lodging,NOT_DELIVERED,LOW,5731.89,2026-02-12 00:00:00,2026-02-28 00:00:00,16.0,PENDING_BANK,VERIFIED
CBK0000729,TXN00009979,USR58929,MCH5102,Restaurants,FRAUD_SUSPECTED,MEDIUM,1801.1,2026-02-01 00:00:00,2026-02-17 00:00:00,16.0,IN_PROGRESS,NO_KYC_RECORD
CBK0000046,TXN00007253,USR68255,MCH3914,Restaurants,ACCOUNT_TAKEOVER,HIGH,8599.51,2026-02-15 00:00:00,2026-03-03 00:00:00,16.0,OPEN,NO_KYC_RECORD
CBK0001148,TXN00009676,USR55702,MCH5559,Grocery,UNAUTHORIZED_TXN,LOW,14503.4,2026-01-18 00:00:00,2026-02-03 00:00:00,16.0,RESOLVED,NO_KYC_RECORD
CBK0001319,,USR87558,MCH8935,Transportation,GENERAL_DISPUTE,MEDIUM,1537.87,2026-03-28 00:00:00,2026-04-13 00:00:00,16.0,CLOSED,NO_KYC_RECORD
CBK0001289,TXN00014346,USR21498,MCH8296,Restaurants,SERVICE_NOT_PROVIDED,LOW,1908.15,2026-01-31 00:00:00,2026-02-16 00:00:00,16.0,PENDING_BANK,NO_KYC_RECORD
CBK0001694,TXN00051122,USR46938,MCH9841,Unknown,WRONG_AMOUNT,LOW,348.47,2026-03-02 00:00:00,2026-03-18 00:00:00,16.0,REJECTED,NO_KYC_RECORD
CBK0002064,,USR68861,MCH3516,Unknown,GENERAL_DISPUTE,LOW,1531.2,2026-03-29 00:00:00,2026-04-14 00:00:00,16.0,PENDING_BANK,NO_KYC_RECORD
CBK0002129,TXN00005777,USR38299,MCH4216,Hotels & Lodging,FRAUD_SUSPECTED,HIGH,891.95,2026-03-05 00:00:00,2026-03-21 00:00:00,16.0,OPEN,VERIFIED
CBK0001341,TXN00001434,USR35938,MCH2615,Transportation,WRONG_AMOUNT,HIGH,3251.08,2026-02-10 00:00:00,2026-02-26 00:00:00,16.0,CLOSED,PENDING
