merchant_id,merchant_id_raw,merchant_name,mcc,mcc_source,mcc_category_conflict,merchant_category,merchant_category_raw,business_type,city,state,city_state_mismatch,onboarding_date,onboarding_in_future,settlement_account_type,settlement_account_last4,merchant_status,declared_avg_ticket_size,ticket_size_was_negative,id_record_count
MCH2833,MCH2833,Kapoor-Shankar,7011,mcc_field,False,Hotels & Lodging,HOTEL_LODGING,Sole Proprietor,Jalandhar,Punjab,False,,False,VIRTUAL_ACCOUNT,7768,ACTIVE,474.69,False,1
MCH2836,MCH 2836,Rai and Sons,5912,mcc_field,False,Pharmacy,Pharmacy,Private Limited,Chennai,Tamil Nadu,False,2024-07-15 12:28:59,False,MASKED,2773,INACTIVE,3262.99,False,1
MCH2838,MCH2838,"Goel, Chand and Pai",5999,mcc_field,False,Misc Retail,Retail Other,Partnership,Pune,Maharashtra,False,2024-12-28 00:00:00,False,MISSING,,ACTIVE,1086.22,True,2
MCH2839,MCH2839,"Brar, Varughese and Cherian",5411,mcc_field,False,Grocery,kirana,Partnership,Pune,Maharashtra,False,2025-04-21 03:59:43,False,MISSING,,ACTIVE,614.31,False,1
MCH2841,MCH2841,"Memon, Samra and Rajagopal",5942,mcc_field,False,Books & Stationery,Book Store,Sole Proprietor,Mumbai,Maharashtra,False,2024-06-13 00:00:00,False,MISSING,,ACTIVE,,False,1
MCH2842,2842,Patel-Chacko,7011,inferred_from_category,False,Hotels & Lodging,Hotels,Individual,Bengaluru,Karnataka,False,2025-08-13 00:00:00,False,MISSING,,ACTIVE,2354.89,False,2
MCH2844,MCH 2844,Misra-Seth,4131,mcc_field,False,Transportation,Transportation,Individual,Amritsar,Punjab,False,2023-05-24 00:00:00,False,MASKED,4860,ACTIVE,162.5,False,1
MCH2845,mch2845,Narasimhan LLC,5999,mcc_field,False,Misc Retail,Other,Partnership,Amritsar,Punjab,False,2024-10-01 00:00:00,False,ACCOUNT_NUMBER,3176,ACTIVE,5926.94,False,1
MCH2846,MCH2846,"Sha, Ramanathan and Kota",5411,mcc_field,False,Grocery,Grocery,Individual,Jaipur,Rajasthan,False,2025-09-30 00:00:00,False,ACCOUNT_NUMBER,6998,INACTIVE,2995.95,False,1
MCH2849,mch2849,"Bhavsar, Kota and Zacharia",7011,mcc_field,False,Hotels & Lodging,hotel_lodging,Private Limited,Ludhiana,Punjab,False,2025-09-23 00:00:00,False,MISSING,,INACTIVE,2432.18,False,4
MCH2850,MCH 2850,Reddy-Kara,4131,mcc_field,False,Transportation,Bus/Taxi,Private Limited,Jaipur,Rajasthan,False,2024-04-22 00:00:00,False,MASKED,7186,ACTIVE,953.86,True,2
MCH2851,MCH2851,Kalla-Jain,7011,mcc_field,False,Hotels & Lodging,HOTEL_LODGING,Individual,Mumbai,Maharashtra,False,2025-11-29 00:00:00,False,MASKED,3740,ACTIVE,3022.0,False,3
MCH2857,MCH2857,Bhattacharyya Inc,4131,mcc_field,False,Transportation,transprt,Private Limited,Jalandhar,Punjab,False,2025-07-13 00:00:00,False,VIRTUAL_ACCOUNT,5690,ACTIVE,4557.38,False,1
MCH2859,MCH2859,"Doctor, Bir and Lanka",5411,mcc_field,False,Grocery,GROCERY_STORE,Private Limited,Hyderabad,Telangana,False,2025-04-03 00:00:00,False,MISSING,,ACTIVE,2296.45,False,1
MCH2860,MCH2860,Ahluwalia Ltd,7011,mcc_field,False,Hotels & Lodging,HOTEL_LODGING,Private Limited,Bengaluru,Karnataka,False,2026-01-27 00:00:00,False,VIRTUAL_ACCOUNT,7941,ACTIVE,250.0,False,1
MCH2861,MCH2861,Hayer Inc,5311,mcc_field,False,Department Stores,Department Stores,Private Limited,Pune,Maharashtra,False,2024-11-09 19:09:35,False,MASKED,6916,ACTIVE,676.0,False,1
MCH2862,MCH2862,Bhasin Group,5699,mcc_field,False,Apparel,garments,Partnership,Jaipur,Rajasthan,False,2023-07-20 00:00:00,False,VIRTUAL_ACCOUNT,4655,ACTIVE,544.8,False,1
MCH2870,MCH2870,"Loyal, Buch and Ghose",5812,mcc_field,False,Restaurants,Restaurants,Sole Proprietor,Delhi,Delhi,False,2025-05-27 02:11:43,False,MISSING,,ACTIVE,2213.61,False,1
MCH2875,MCH2875,Chander-Parmer,5311,mcc_field,False,Department Stores,Department Store,Partnership,Ludhiana,Punjab,False,2024-11-12 00:00:00,False,MASKED,0207,ACTIVE,351.55,False,1
MCH2879,MCH2879,"Pillay, Vora and Karnik",5812,mcc_field,False,Restaurants,Restaurant,Individual,Ludhiana,Punjab,False,2024-05-20 19:55:26,False,ACCOUNT_NUMBER,8654,ACTIVE,,False,2
MCH2881,MCH2881,Johal Plc,5812,inferred_from_category,False,Restaurants,FOOD_SERVICES,Partnership,Amritsar,Punjab,False,2023-05-16 23:44:00,False,VIRTUAL_ACCOUNT,9337,ACTIVE,807.63,False,1
MCH2884,MCH2884,Malhotra-Sarin,5942,mcc_field,False,Books & Stationery,BOOKS_STATIONERY,Sole Proprietor,Pune,Maharashtra,False,2025-02-27 00:00:00,False,MISSING,,ACTIVE,683.54,False,1
MCH2885,2885,"Varkey, Goda and Bala",5812,mcc_field,False,Restaurants,eating place,Private Limited,Mumbai,Maharashtra,False,2023-01-23 00:00:00,False,ACCOUNT_NUMBER,2844,ACTIVE,4853.92,False,2
MCH2886,MCH2886,"Raja, Hayre and Deshmukh",5912,mcc_field,False,Pharmacy,Medical,Private Limited,Kolkata,West Bengal,False,2024-07-04 00:00:00,False,MISSING,,ACTIVE,511.0,False,3
MCH2887,MCH2887,Rau-Saha,5699,mcc_field,False,Apparel,Clothing,Sole Proprietor,Delhi,Delhi,False,2023-08-17 00:00:00,False,MASKED,7555,ACTIVE,,False,1
MCH2888,MCH2888,Chahal LLC,5912,mcc_field,False,Pharmacy,Pharmacies,Private Limited,Mumbai,Maharashtra,False,2023-04-21 00:00:00,False,MASKED,3951,ACTIVE,631.05,False,1
MCH2894,MCH2894,Rege-Baria,5699,mcc_field,False,Apparel,garments,Private Limited,Delhi,Delhi,False,2024-12-22 00:00:00,False,MASKED,3813,ACTIVE,2107.84,False,2
MCH2896,mch2896,Jayaraman-Nazareth,5912,mcc_field,False,Pharmacy,MEDICAL_STORE,Private Limited,Kolkata,West Bengal,False,2025-07-30 12:10:42,False,MISSING,,ACTIVE,1312.79,False,2
MCH2897,MCH2897,Bath Ltd,5999,mcc_field,False,Misc Retail,Other,Private Limited,Hyderabad,Telangana,False,2025-07-23 05:48:07,False,MISSING,,ACTIVE,2239.12,False,1
MCH2899,MCH2899,Sampath-Mannan,5812,mcc_field,False,Restaurants,eating place,Individual,Bengaluru,Karnataka,False,2023-05-27 00:00:00,False,MISSING,,ACTIVE,379.53,True,2
MCH2902,MCH-2902,Samra-Kapur,5411,mcc_field,False,Grocery,GROCERY_STORE,Individual,Chennai,Tamil Nadu,False,2024-04-24 00:00:00,False,MASKED,9404,ACTIVE,,False,3
MCH2903,MCH2903,Swamy-Parsa,5699,mcc_field,False,Apparel,Fashion,Individual,Mumbai,Maharashtra,False,2023-04-14 00:00:00,False,MISSING,,CLOSED,1218.16,False,1
MCH2904,MCH2904,Iyengar-Comar,5999,mcc_field,False,Misc Retail,Other,Private Limited,Delhi,Delhi,False,2026-01-05 00:00:00,False,MASKED,7160,ACTIVE,1147.91,False,1
MCH2905,MCH2905,Goyal-Gopal,5912,mcc_field,False,Pharmacy,Medical,Individual,Delhi,Delhi,False,2024-02-13 00:00:00,False,MISSING,,SUSPENDED,2312.5,False,1
MCH2907,MCH-2907,Varughese-Mani,5912,mcc_field,False,Pharmacy,MEDICAL_STORE,Sole Proprietor,Chennai,Tamil Nadu,False,2023-04-25 00:00:00,False,MISSING,,ACTIVE,1106.0,False,1
MCH2910,MCH 2910,"Mall, Sankaran and Mittal",4131,mcc_field,False,Transportation,Bus/Taxi,Private Limited,Delhi,Delhi,False,2025-09-28 00:00:00,False,MASKED,0107,ACTIVE,3631.28,False,4
MCH2912,MCH2912,Natt-Kohli,5411,inferred_from_category,False,Grocery,groceries,Private Limited,Jalandhar,Punjab,False,2024-07-09 22:05:41,False,MASKED,0399,INACTIVE,1895.43,False,2
MCH2914,MCH2914,Sharaf-Tara,5311,mcc_field,False,Department Stores,Retail,Individual,Kolkata,West Bengal,False,2025-07-02 00:00:00,False,MISSING,,ACTIVE,542.0,False,2
MCH2915,MCH2915,"Vohra, Pathak and Bumb",5912,mcc_field,False,Pharmacy,Pharmacies,Individual,Kolkata,West Bengal,False,2025-09-06 00:00:00,False,MISSING,,ACTIVE,459.58,False,2
MCH2917,MCH2917,Gole-Rau,5812,mcc_field,False,Restaurants,Food,Sole Proprietor,Chennai,Tamil Nadu,False,2025-10-10 00:00:00,False,MASKED,0356,INACTIVE,1917.48,True,3
MCH2919,MCH2919,Menon-Vaidya,5912,inferred_from_category,False,Pharmacy,Pharmacy,Sole Proprietor,Delhi,Delhi,False,2023-03-20 14:46:24,False,MISSING,,ACTIVE,3825.85,False,1
MCH2921,mch2921,Bakshi-Narayanan,7011,mcc_field,False,Hotels & Lodging,Hospitality,Private Limited,Lucknow,Uttar Pradesh,False,2024-06-18 00:00:00,False,MASKED,0910,ACTIVE,6327.48,True,1
MCH2922,MCH2922,Chhabra-Jha,5999,mcc_field,False,Misc Retail,Retail Other,Sole Proprietor,Mumbai,Maharashtra,False,2024-10-10 00:00:00,False,VIRTUAL_ACCOUNT,7973,ACTIVE,1096.49,True,1
MCH2923,MCH2923,Bahri Plc,5912,mcc_field,False,Pharmacy,Pharmacies,Sole Proprietor,Bengaluru,Karnataka,False,2024-11-11 00:00:00,False,MISSING,,ACTIVE,1195.19,False,2
MCH2924,MCH2924,Chaudhary-Dugar,5942,mcc_field,False,Books & Stationery,Stationery,Individual,Mumbai,Maharashtra,False,2024-12-26 03:07:13,False,ACCOUNT_NUMBER,0099,ACTIVE,770.99,False,1
MCH2926,MCH2926,Sule-Thaker,5942,mcc_field,False,Books & Stationery,Stationery,Partnership,Bengaluru,Karnataka,False,2024-12-16 18:18:00,False,MASKED,3557,ACTIVE,1590.53,False,1
MCH2928,2928,"Hans, Parmer and Buch",5812,mcc_field,False,Restaurants,FOOD_SERVICES,Private Limited,Ludhiana,Punjab,False,2025-12-04 00:00:00,False,MISSING,,CLOSED,1903.0,False,1
MCH2934,mch2934,Warrior-Sibal,5999,mcc_field,False,Misc Retail,Other,Individual,Amritsar,Punjab,False,2025-04-07 00:00:00,False,MISSING,,ACTIVE,,False,2
MCH2938,MCH2938,"Babu, Lata and Zacharia",5411,mcc_field,False,Grocery,kirana,Private Limited,Pune,Maharashtra,False,2024-09-06 00:00:00,False,VIRTUAL_ACCOUNT,4228,ACTIVE,823.9,False,1
MCH2941,MCH2941,Sen Group,5311,mcc_field,False,Department Stores,Department Store,Sole Proprietor,Mumbai,Maharashtra,False,2024-09-22 00:00:00,False,MASKED,4390,ACTIVE,1783.76,False,1
MCH2943,MCH2943,Khosla LLC,5812,mcc_field,False,Restaurants,Restaurant,Private Limited,Mumbai,Maharashtra,False,2024-03-29 00:00:00,False,MASKED,8006,ACTIVE,2741.64,False,2
MCH2945,MCH 2945,Agarwal-Cherian,4814,inferred_from_category,False,Telecom,Mobile Recharge,Sole Proprietor,Jalandhar,Punjab,False,2025-10-06 00:00:00,False,MASKED,2889,INACTIVE,1759.15,False,1
MCH2946,MCH2946,Divan Inc,4814,mcc_field,False,Telecom,Telecom,Private Limited,Jaipur,Rajasthan,False,2024-09-22 00:00:00,False,MASKED,7575,ACTIVE,1246.97,False,2
MCH2949,2949,"Mahal, Natt and Ghosh",5999,mcc_field,False,Misc Retail,Miscellaneous,Partnership,Jaipur,Rajasthan,False,2024-07-19 00:00:00,False,ACCOUNT_NUMBER,5290,ACTIVE,2320.74,True,1
MCH2950,MCH2950,"Rastogi, Bhavsar and Varghese",5942,mcc_field,False,Books & Stationery,Stationery,Private Limited,Bengaluru,Karnataka,False,2024-11-26 00:00:00,False,ACCOUNT_NUMBER,0146,ACTIVE,2370.66,False,1
MCH2951,2951,"Thakur, Subramaniam and Agrawal",7011,mcc_field,False,Hotels & Lodging,Hotel,Partnership,Mumbai,Maharashtra,False,2026-02-06 00:00:00,False,ACCOUNT_NUMBER,1392,ACTIVE,3115.69,True,1
MCH2954,MCH2954,"Keer, Borra and Hayre",7011,mcc_field,False,Hotels & Lodging,Hotels,Private Limited,Ludhiana,Punjab,False,2025-12-23 00:00:00,False,MISSING,,ACTIVE,1556.07,True,2
MCH2956,MCH2956,"Wali, Khatri and Mistry",4814,mcc_field,False,Telecom,Mobile Recharge,Sole Proprietor,Lucknow,Uttar Pradesh,False,2025-06-02 00:00:00,False,ACCOUNT_NUMBER,3150,INACTIVE,4934.63,False,2
MCH2959,MCH2959,Kanda LLC,5812,mcc_field,False,Restaurants,Food,Private Limited,Kolkata,West Bengal,False,2023-10-08 00:00:00,False,MISSING,,ACTIVE,6588.76,False,1
MCH2960,MCH2960,Malhotra-Buch,4131,mcc_field,False,Transportation,Bus/Taxi,Private Limited,Chennai,Tamil Nadu,False,2023-01-06 00:00:00,False,MASKED,6660,ACTIVE,2348.07,False,1
MCH2962,MCH 2962,"Naik, Ranganathan and Sahota",4814,mcc_field,False,Telecom,Telecom,Partnership,Pune,Maharashtra,False,2024-08-23 00:00:00,False,MASKED,5665,ACTIVE,174.64,False,2
MCH2964,MCH2964,Bala-Sarkar,4814,mcc_field,False,Telecom,phone service,Individual,Jalandhar,Punjab,False,2025-06-20 00:00:00,False,ACCOUNT_NUMBER,7882,ACTIVE,1298.45,False,2
MCH2965,MCH2965,Shroff-Prabhakar,5411,mcc_field,False,Grocery,groceries,Partnership,Amritsar,Punjab,False,,False,VIRTUAL_ACCOUNT,4281,ACTIVE,2028.0,False,1
MCH2969,mch2969,Randhawa-Karnik,7011,mcc_field,False,Hotels & Lodging,Hotel,Sole Proprietor,Bengaluru,Karnataka,False,2023-07-27 00:00:00,False,MISSING,,ACTIVE,310.59,False,1
MCH2970,MCH2970,Golla-Vora,5699,mcc_field,False,Apparel,Apparel,Individual,Kolkata,West Bengal,False,2025-02-01 00:00:00,False,MISSING,,ACTIVE,326.25,False,1
MCH2971,MCH2971,"Garg, Merchant and Kuruvilla",5699,mcc_field,False,Apparel,Fashion,Individual,Ludhiana,Punjab,False,2024-08-28 00:00:00,False,MISSING,,ACTIVE,205.16,True,1
MCH2973,MCH-2973,"Bhargava, Dani and Krishnamurthy",4131,mcc_field,False,Transportation,transprt,Partnership,Ludhiana,Punjab,False,2023-08-30 00:00:00,False,MISSING,,ACTIVE,3748.31,False,1
MCH2975,mch2975,"Bora, Mander and Dalal",5942,mcc_field,False,Books & Stationery,Books,Sole Proprietor,Chennai,Tamil Nadu,False,2023-09-05 00:00:00,False,MISSING,,INACTIVE,3477.51,False,1
MCH2978,mch2978,Deshpande LLC,7011,mcc_field,False,Hotels & Lodging,Hospitality,Private Limited,Lucknow,Uttar Pradesh,False,2023-02-01 23:57:31,False,MASKED,0228,ACTIVE,194.6,False,1
MCH2979,MCH2979,"Kurian, Guha and Gaba",5999,mcc_field,False,Misc Retail,Miscellaneous,Individual,Chennai,Tamil Nadu,False,2023-03-11 13:48:16,False,MASKED,6692,ACTIVE,7883.21,False,1
MCH2980,MCH2980,Mander and Sons,5411,mcc_field,False,Grocery,groceries,Sole Proprietor,Kolkata,West Bengal,False,2023-04-03 00:00:00,False,MISSING,,ACTIVE,1129.72,False,1
MCH2981,MCH 2981,"Rastogi, Varma and Sarraf",5999,mcc_field,False,Misc Retail,Misc Retail,Partnership,Lucknow,Uttar Pradesh,False,2023-10-07 00:00:00,False,MASKED,3025,ACTIVE,1266.61,False,5
MCH2986,MCH2986,Kade-Anne,4131,mcc_field,False,Transportation,TRAVEL,Partnership,Amritsar,Punjab,False,2025-11-29 00:00:00,False,MISSING,,BLOCKED,736.81,False,1
MCH2988,mch2988,"Mangal, Gokhale and Malhotra",5812,mcc_field,False,Restaurants,FOOD_SERVICES,Sole Proprietor,Mumbai,Maharashtra,False,2023-10-10 10:11:05,False,MISSING,,ACTIVE,3595.96,False,1
MCH2990,MCH2990,Rout and Sons,7011,mcc_field,False,Hotels & Lodging,Hotel,Sole Proprietor,Ludhiana,Punjab,False,2025-08-30 00:00:00,False,MASKED,7294,ACTIVE,1050.53,False,2
MCH2993,MCH2993,"Dube, Yadav and Konda",5942,mcc_field,False,Books & Stationery,Stationery,Individual,Jaipur,Rajasthan,False,2025-07-14 00:00:00,False,VIRTUAL_ACCOUNT,1915,ACTIVE,2422.76,False,1
MCH2994,MCH2994,Kumar Plc,4814,mcc_field,False,Telecom,Mobile Recharge,Sole Proprietor,Jalandhar,Punjab,False,2024-11-13 00:00:00,False,MISSING,,ACTIVE,653.34,False,2
MCH2995,mch2995,Patil Ltd,7011,mcc_field,False,Hotels & Lodging,Hotel,Private Limited,Amritsar,Punjab,False,2025-12-25 00:00:00,False,ACCOUNT_NUMBER,4538,ACTIVE,492.36,False,2
MCH2996,MCH2996,Rege-Khanna,5411,mcc_field,False,Grocery,Grocery,Individual,Lucknow,Uttar Pradesh,False,2023-10-15 00:00:00,False,MISSING,,CLOSED,745.45,True,1
MCH2997,MCH2997,Nadkarni Inc,5411,inferred_from_category,False,Grocery,groceries,Private Limited,Hyderabad,Telangana,False,2025-10-08 23:15:00,False,MISSING,,ACTIVE,761.67,False,3
MCH3002,MCH3002,"Dey, Chopra and Vig",5699,mcc_field,False,Apparel,Clothing,Individual,Ludhiana,Punjab,False,2024-10-27 00:00:00,False,ACCOUNT_NUMBER,8029,ACTIVE,761.12,False,1
MCH3005,MCH3005,"Saxena, Narain and Mander",5699,mcc_field,False,Apparel,Apparel,Private Limited,Kolkata,West Bengal,False,2024-03-25 00:00:00,False,VIRTUAL_ACCOUNT,9457,INACTIVE,1149.79,False,1
MCH3006,MCH3006,Biswas-Ram,5999,mcc_field,False,Misc Retail,Miscellaneous,Individual,Lucknow,Uttar Pradesh,False,2023-08-14 00:00:00,False,MASKED,8226,ACTIVE,638.0,False,1
MCH3008,MCH3008,"Datta, Sarkar and Nori",5311,mcc_field,False,Department Stores,Department Store,Partnership,Ludhiana,Punjab,False,2024-11-11 00:00:00,False,MISSING,,ACTIVE,522.31,True,1
MCH3011,MCH3011,"Ahluwalia, Contractor and Comar",5311,mcc_field,False,Department Stores,Department Stores,Sole Proprietor,Delhi,Delhi,False,2023-11-30 00:00:00,False,MASKED,1217,CLOSED,2626.62,False,1
MCH3012,MCH3012,Sathe LLC,5411,inferred_from_category,False,Grocery,groceries,Private Limited,Chennai,Tamil Nadu,False,2024-10-23 02:09:00,False,MISSING,,SUSPENDED,448.76,False,1
MCH3014,MCH3014,Nagarajan-Bandi,5311,mcc_field,False,Department Stores,Retail,Individual,Delhi,Delhi,False,2025-06-09 00:00:00,False,MASKED,4761,ACTIVE,3013.17,False,1
MCH3017,MCH-3017,Ramanathan and Sons,5311,mcc_field,False,Department Stores,Department Stores,Partnership,Delhi,Delhi,False,2024-07-06 00:00:00,False,MISSING,,ACTIVE,3967.02,True,1
MCH3021,mch3021,"Gupta, Mukherjee and Setty",4131,mcc_field,False,Transportation,Bus/Taxi,Sole Proprietor,Mumbai,Maharashtra,False,2026-02-14 00:00:00,False,MASKED,2366,ACTIVE,614.86,False,2
MCH3023,3023,Arora LLC,7011,mcc_field,False,Hotels & Lodging,Hospitality,Individual,Bengaluru,Karnataka,False,2025-02-03 00:00:00,False,MISSING,,INACTIVE,1722.88,False,3
MCH3024,MCH 3024,Kade-Bhatia,5812,mcc_field,False,Restaurants,eating place,Partnership,Delhi,Delhi,False,2025-09-22 17:31:43,False,MISSING,,ACTIVE,2093.0,False,1
MCH3025,MCH3025,"Sachdeva, Bora and Hegde",4131,mcc_field,False,Transportation,Transport,Private Limited,Pune,Maharashtra,False,2024-08-15 00:00:00,False,ACCOUNT_NUMBER,5664,ACTIVE,611.84,False,1
MCH3029,MCH3029,Sarma Plc,4131,mcc_field,False,Transportation,transprt,Sole Proprietor,Mumbai,Maharashtra,False,2024-06-15 00:00:00,False,ACCOUNT_NUMBER,0080,ACTIVE,163.28,False,2
MCH3030,MCH3030,"Sengupta, Bhagat and Kota",5942,mcc_field,False,Books & Stationery,Stationery,Private Limited,Chennai,Tamil Nadu,False,2025-09-07 00:00:00,False,MISSING,,ACTIVE,194.19,False,1
MCH3031,MCH 3031,Morar and Sons,5411,mcc_field,False,Grocery,groceries,Individual,Pune,Maharashtra,False,2025-04-23 00:00:00,False,MISSING,,ACTIVE,4053.43,False,1
MCH3037,MCH3037,Wagle Ltd,5411,mcc_field,False,Grocery,Grocery Stores,Individual,Hyderabad,Telangana,False,2026-01-30 00:00:00,False,MASKED,1382,ACTIVE,2391.24,False,3
MCH3039,MCH3039,Murty Inc,5411,mcc_field,False,Grocery,Grocery Stores,Individual,Delhi,Delhi,False,2023-12-03 08:34:21,False,VIRTUAL_ACCOUNT,5915,ACTIVE,1465.47,False,1
MCH3040,mch3040,"Dhar, Kunda and Desai",5411,mcc_field,False,Grocery,GROCERY_STORE,Partnership,Jaipur,Rajasthan,False,2025-03-05 00:00:00,False,MISSING,,ACTIVE,267.0,False,1
MCH3044,mch3044,Gupta Plc,5942,mcc_field,False,Books & Stationery,Stationery,Sole Proprietor,Bengaluru,Karnataka,False,2023-04-27 00:00:00,False,MISSING,,INACTIVE,582.54,False,1
MCH3046,MCH3046,Walla Plc,5942,mcc_field,False,Books & Stationery,Book Store,Private Limited,Jalandhar,Punjab,False,2023-12-03 00:00:00,False,VIRTUAL_ACCOUNT,5479,SUSPENDED,6756.54,False,1
MCH3048,MCH-3048,Kala Group,7011,mcc_field,False,Hotels & Lodging,Hotels,Private Limited,Jaipur,Rajasthan,False,2023-11-11 00:00:00,False,MISSING,,ACTIVE,613.58,False,1
MCH3051,MCH3051,Hora-Mahajan,5699,mcc_field,False,Apparel,garments,Private Limited,Jaipur,Rajasthan,False,2023-03-04 00:00:00,False,MISSING,,ACTIVE,3699.21,False,1
MCH3055,MCH-3055,"Batta, Sha and Dugar",7011,mcc_field,False,Hotels & Lodging,Hotel,Private Limited,Chennai,Tamil Nadu,False,2025-08-18 17:51:00,False,MASKED,2455,ACTIVE,262.1,False,1
MCH3057,MCH3057,Nagy-Banik,5311,mcc_field,False,Department Stores,Department Stores,Partnership,Kolkata,West Bengal,False,2024-03-15 00:00:00,False,VIRTUAL_ACCOUNT,7610,ACTIVE,764.15,False,1
MCH3058,MCH 3058,Patla-Padmanabhan,5942,mcc_field,False,Books & Stationery,Books,Individual,Pune,Maharashtra,False,2024-10-18 00:00:00,False,VIRTUAL_ACCOUNT,3223,ACTIVE,974.77,False,1
MCH3060,MCH3060,Deep-Tata,5311,mcc_field,False,Department Stores,DEPT_STORE,Individual,Amritsar,Punjab,False,2023-04-17 00:00:00,False,MISSING,,ACTIVE,2601.81,True,1
MCH3061,MCH3061,Viswanathan Ltd,5942,mcc_field,False,Books & Stationery,BOOKS_STATIONERY,Private Limited,Lucknow,Uttar Pradesh,False,2025-04-25 00:00:00,False,MISSING,,INACTIVE,574.59,False,3
MCH3063,MCH3063,Bansal Inc,4131,mcc_field,False,Transportation,Transport,Individual,Jaipur,Rajasthan,False,2025-07-02 00:00:00,False,MISSING,,INACTIVE,282.67,False,1
MCH3069,MCH3069,Magar Inc,5699,mcc_field,False,Apparel,Fashion,Individual,Mumbai,Maharashtra,False,2024-10-18 00:00:00,False,MISSING,,ACTIVE,5346.85,False,1
MCH3070,MCH3070,"Patel, Sandal and Sinha",4814,mcc_field,False,Telecom,TELECOM,Individual,Hyderabad,Telangana,False,2025-09-18 00:00:00,False,MASKED,6846,ACTIVE,1706.27,False,2
MCH3071,MCH3071,Misra-Padmanabhan,5812,mcc_field,False,Restaurants,Restaurants,Sole Proprietor,Ludhiana,Punjab,False,2024-07-24 08:52:44,False,VIRTUAL_ACCOUNT,9652,ACTIVE,,False,1
MCH3072,MCH3072,Vora-Soman,5699,mcc_field,False,Apparel,Clothing,Individual,Amritsar,Punjab,False,2026-02-13 04:04:19,False,VIRTUAL_ACCOUNT,8595,ACTIVE,1993.93,False,3
MCH3075,MCH3075,Bedi-Ramanathan,4131,mcc_field,False,Transportation,transprt,Individual,Jalandhar,Punjab,False,2023-09-29 00:00:00,False,MASKED,7029,ACTIVE,1301.0,False,2
MCH3077,MCH3077,Warrior Ltd,4131,mcc_field,False,Transportation,transprt,Partnership,Kolkata,West Bengal,False,2023-04-02 00:00:00,False,MISSING,,ACTIVE,1448.69,False,1
MCH3078,MCH3078,"Gandhi, Rout and Sankaran",7011,mcc_field,False,Hotels & Lodging,Hotel,Sole Proprietor,Bengaluru,Karnataka,False,2023-07-10 04:10:18,False,MISSING,,ACTIVE,752.09,False,1
MCH3079,MCH-3079,Anne-Sen,5942,mcc_field,False,Books & Stationery,Book Store,Individual,Pune,Maharashtra,False,2025-08-04 00:00:00,False,MISSING,,ACTIVE,,False,2
MCH3080,MCH-3080,Lad-Soman,5411,mcc_field,False,Grocery,groceries,Sole Proprietor,Jalandhar,Punjab,False,2024-12-01 13:22:52,False,MISSING,,ACTIVE,152.69,True,1
MCH3081,mch3081,"Anne, Choudhry and Nanda",5912,mcc_field,False,Pharmacy,MEDICAL_STORE,Partnership,Hyderabad,Telangana,False,2024-12-23 00:00:00,False,ACCOUNT_NUMBER,0840,ACTIVE,590.0,False,1
MCH3084,MCH3084,Mani-Chowdhury,5699,mcc_field,False,Apparel,CLOTHS,Partnership,Hyderabad,Telangana,False,2023-09-27 01:37:00,False,MISSING,,ACTIVE,1594.62,False,1
MCH3085,MCH3085,"Sarkar, Memon and Mand",4131,inferred_from_category,False,Transportation,Bus/Taxi,Individual,Pune,Maharashtra,False,2025-07-16 00:00:00,False,MISSING,,ACTIVE,1826.45,True,4
MCH3086,MCH 3086,Pant Inc,5812,mcc_field,False,Restaurants,Food,Private Limited,Chennai,Tamil Nadu,False,2023-10-13 11:54:24,False,MASKED,6152,ACTIVE,287.52,False,2
MCH3088,MCH3088,Suresh LLC,5411,mcc_field,False,Grocery,Grocery,Partnership,Chennai,Tamil Nadu,False,2024-03-08 00:00:00,False,MISSING,,ACTIVE,4739.6,False,1
MCH3089,MCH3089,Tata Plc,5942,mcc_field,False,Books & Stationery,Stationery,Sole Proprietor,Jalandhar,Punjab,False,2025-08-30 00:00:00,False,MASKED,2474,ACTIVE,2328.32,True,1
MCH3092,MCH3092,"Dutta, Vasa and Jayaraman",5999,mcc_field,False,Misc Retail,Miscellaneous,Private Limited,Amritsar,Punjab,False,,False,ACCOUNT_NUMBER,7056,ACTIVE,1605.55,False,1
MCH3093,MCH3093,"Bobal, Madan and Narain",5999,inferred_from_category,False,Misc Retail,Miscellaneous,Individual,Jalandhar,Punjab,False,2025-06-12 00:00:00,False,ACCOUNT_NUMBER,7779,INACTIVE,2015.86,False,3
MCH3094,MCH 3094,Wagle-Thakkar,5699,mcc_field,False,Apparel,garments,Individual,Bengaluru,Karnataka,False,2024-12-30 00:00:00,False,VIRTUAL_ACCOUNT,3410,ACTIVE,1038.48,False,2
MCH3095,MCH3095,Hans-Shan,5999,mcc_field,False,Misc Retail,Misc Retail,Partnership,Kolkata,West Bengal,False,2024-05-28 00:00:00,False,ACCOUNT_NUMBER,2011,ACTIVE,1208.82,False,1
MCH3096,MCH3096,"Pradhan, Anne and Dhillon",5812,mcc_field,False,Restaurants,Food,Individual,Kolkata,West Bengal,False,2025-02-25 00:00:00,False,MASKED,9447,ACTIVE,,False,1
MCH3099,MCH3099,Peri-Parmer,5699,mcc_field,False,Apparel,garments,Partnership,Delhi,Delhi,False,2024-06-22 00:00:00,False,MISSING,,ACTIVE,2046.1,False,1
