merchant_id,merchant_id_raw,merchant_name,mcc,mcc_source,mcc_category_conflict,merchant_category,merchant_category_raw,business_type,city,state,city_state_mismatch,onboarding_date,onboarding_in_future,settlement_account_type,settlement_account_last4,merchant_status,declared_avg_ticket_size,ticket_size_was_negative,id_record_count,is_canonical
MCH3561,MCH3561,Kumar LLC,5812,mcc_field,False,Restaurants,Food,Partnership,Chennai,Tamil Nadu,False,2025-10-18 00:00:00,False,ACCOUNT_NUMBER,7445,ACTIVE,715.0,False,2,True
MCH3561,MCH3561,"Keer, Natt and Kadakia",4814,mcc_field,False,Telecom,phone service,Individual,Kolkata,West Bengal,False,2023-03-04 00:00:00,False,MISSING,,ACTIVE,277.0,False,2,False
MCH3563,MCH3563,Shan Inc,5912,mcc_field,False,Pharmacy,chemist,Sole Proprietor,Bengaluru,Karnataka,False,2024-04-01 06:07:35,False,MASKED,8095,ACTIVE,335.55,False,3,True
MCH3563,MCH3563,Dhar-Wable,5812,inferred_from_category,False,Restaurants,eating place,Sole Proprietor,Chennai,Tamil Nadu,False,2023-12-25 00:00:00,False,MASKED,0345,ACTIVE,748.96,False,3,False
MCH3563,MCH3563,Devi-Dasgupta,4131,mcc_field,False,Transportation,Bus/Taxi,Partnership,Jalandhar,Punjab,False,2023-08-09 08:21:00,False,MISSING,,ACTIVE,418.41,False,3,False
MCH3564,MCH3564,"Konda, Natarajan and Chawla",5999,mcc_field,False,Misc Retail,Misc Retail,Private Limited,Amritsar,Punjab,False,2025-10-08 00:00:00,False,MISSING,,ACTIVE,982.65,False,2,True
MCH3564,MCH 3564,Chadha-Sarin,5812,mcc_field,False,Restaurants,FOOD_SERVICES,Individual,Lucknow,Uttar Pradesh,False,2024-06-09 00:00:00,False,MASKED,4527,ACTIVE,506.02,False,2,False
MCH3567,MCH3567,"Ahuja, Mody and Radhakrishnan",5411,mcc_field,False,Grocery,Grocery Stores,Sole Proprietor,Lucknow,Uttar Pradesh,False,2023-09-24 03:33:54,False,MISSING,,ACTIVE,1060.67,False,3,True
MCH3567,MCH3567,Kala Ltd,4814,mcc_field,False,Telecom,TELECOM,Sole Proprietor,Amritsar,Punjab,False,2023-05-15 00:00:00,False,ACCOUNT_NUMBER,4197,ACTIVE,1794.62,False,3,False
MCH3567,MCH3567,Kala Ltd,4814,mcc_field,False,Telecom,telecom,Sole Proprietor,Amritsar,Punjab,False,2023-05-15 00:00:00,False,ACCOUNT_NUMBER,4197,INACTIVE,1794.62,False,3,False
MCH3568,MCH3568,"Choudhury, Trivedi and Bhatnagar",5311,mcc_field,False,Department Stores,Department Stores,Private Limited,Ludhiana,Punjab,False,2025-04-10 00:00:00,False,MASKED,4927,ACTIVE,1208.3,False,1,True
MCH3569,MCH3569,Choudhury-Prashad,5942,mcc_field,False,Books & Stationery,Stationery,Sole Proprietor,Lucknow,Uttar Pradesh,False,2025-02-17 00:00:00,False,MISSING,,ACTIVE,1411.0,False,1,True
MCH3570,MCH3570,Sura-Barman,5999,mcc_field,False,Misc Retail,Other,Private Limited,Jalandhar,Punjab,False,2023-05-22 22:03:03,False,ACCOUNT_NUMBER,7872,CLOSED,1099.0,False,1,True
MCH3571,MCH3571,"Aurora, Kamdar and Vasa",5411,mcc_field,False,Grocery,kirana,Private Limited,Lucknow,Uttar Pradesh,False,2023-02-03 00:00:00,False,MISSING,,ACTIVE,583.65,False,1,True
MCH3572,MCH3572,Kohli Plc,4131,inferred_from_category,False,Transportation,TRAVEL,Sole Proprietor,Delhi,Delhi,False,2025-11-20 00:00:00,False,MASKED,5864,ACTIVE,1042.66,True,2,True
MCH3572,mch3572,"Vohra, Chander and Padmanabhan",5812,mcc_field,False,Restaurants,eating place,Sole Proprietor,Hyderabad,Telangana,False,2024-05-16 11:42:00,False,MISSING,,ACTIVE,793.52,False,2,False
MCH3574,MCH3574,Sodhi-Shan,4131,mcc_field,False,Transportation,Transport,Partnership,Pune,Maharashtra,False,2025-05-31 00:00:00,False,VIRTUAL_ACCOUNT,8670,INACTIVE,4407.0,False,1,True
MCH3577,MCH 3577,"Dhawan, Bobal and Vala",5942,inferred_from_category,False,Books & Stationery,BOOKS_STATIONERY,Sole Proprietor,Lucknow,Uttar Pradesh,False,2025-01-26 18:18:18,False,VIRTUAL_ACCOUNT,7402,ACTIVE,,False,2,True
MCH3577,MCH3577,"Ratta, Mane and Kapadia",5812,mcc_field,False,Restaurants,Restaurant,Individual,Amritsar,Punjab,False,,False,MASKED,9384,ACTIVE,1820.36,False,2,False
MCH3578,MCH3578,"Badal, Gopal and Walla",4131,mcc_field,False,Transportation,Transportation,Individual,Amritsar,Punjab,False,2024-05-19 20:33:00,False,VIRTUAL_ACCOUNT,2575,ACTIVE,14795.0,False,1,True
MCH3581,MCH3581,"Chadha, Sankaran and Pau",5699,mcc_field,False,Apparel,Clothing,Partnership,Kolkata,West Bengal,False,2024-05-07 00:00:00,False,MISSING,,ACTIVE,,False,1,True
MCH3586,MCH3586,Dayal-Nagar,5912,inferred_from_category,False,Pharmacy,Pharmacies,Partnership,Hyderabad,Telangana,False,2026-01-28 00:00:00,False,ACCOUNT_NUMBER,7480,ACTIVE,2093.13,False,2,True
MCH3586,MCH3586,"Ghose, Ganesh and Edwin",4814,mcc_field,False,Telecom,Telecom,Sole Proprietor,Kolkata,West Bengal,False,2023-09-15 06:20:33,False,VIRTUAL_ACCOUNT,8243,CLOSED,1437.0,False,2,False
MCH3587,MCH3587,Sagar-Raval,7011,mcc_field,False,Hotels & Lodging,HOTEL_LODGING,Partnership,Jalandhar,Punjab,False,2024-07-31 00:00:00,False,MISSING,,ACTIVE,1064.25,False,2,True
MCH3587,MCH3587,Sagar-Raval,7011,mcc_field,False,Hotels & Lodging,hotel_lodging,Partnership,Jalandhar,Punjab,False,2024-07-31 00:00:00,False,MISSING,,SUSPENDED,1064.25,False,2,False
MCH3591,MCH3591,"Panchal, Balasubramanian and Dey",5942,mcc_field,False,Books & Stationery,Stationery,Private Limited,Kolkata,West Bengal,False,2025-03-15 00:00:00,False,ACCOUNT_NUMBER,6733,ACTIVE,2193.61,False,1,True
MCH3592,MCH 3592,"Sem, Chandran and Dara",5999,mcc_field,False,Misc Retail,Other,Sole Proprietor,Delhi,Delhi,False,2023-11-15 09:32:00,False,ACCOUNT_NUMBER,8913,INACTIVE,1166.62,True,1,True
MCH3593,MCH3593,"Kara,brarand Apte",4814,mcc_field,False,Telecom,phone service,Private Limited,Mumbai,Maharashtra,False,2023-12-04 15:44:19,False,MISSING,,ACTIVE,474.6,False,2,True
MCH3593,MCH3593,"Kara,brarand Apte",4814,mcc_field,False,Telecom,phone service,Private Limited,Mumbai,Maharashtra,False,2023-12-04 15:44:19,False,MISSING,,SUSPENDED,474.6,False,2,False
MCH3594,MCH3594,Om-Tiwari,4131,inferred_from_category,False,Transportation,Bus/Taxi,Partnership,Pune,Maharashtra,False,2024-07-28 00:22:00,False,VIRTUAL_ACCOUNT,4916,ACTIVE,1023.26,True,2,True
MCH3594,mch3594,Khalsa Inc,5999,mcc_field,False,Misc Retail,Misc Retail,Partnership,Chennai,Tamil Nadu,False,,False,ACCOUNT_NUMBER,4056,ACTIVE,381.0,False,2,False
MCH3595,mch3595,"Srivastava, Merchant and Kota",5311,mcc_field,False,Department Stores,Retail,Private Limited,Ludhiana,Punjab,False,2025-01-03 13:32:00,False,ACCOUNT_NUMBER,1600,INACTIVE,1153.0,False,1,True
MCH3596,MCH3596,Choudhry Ltd,4131,mcc_field,False,Transportation,Transport,Private Limited,Lucknow,Uttar Pradesh,False,2024-11-11 00:00:00,False,VIRTUAL_ACCOUNT,7623,ACTIVE,311.69,False,2,True
MCH3596,MCH-3596,"S01anki, Singhal and Soman",5699,mcc_field,False,Apparel,Apparel,Individual,Jaipur,Rajasthan,False,2023-04-03 00:00:00,False,MISSING,,INACTIVE,330.41,False,2,False
MCH3598,MCH3598,Kapur-Sahni,4814,mcc_field,False,Telecom,phone service,Private Limited,Bengaluru,Karnataka,False,2024-12-07 15:58:25,False,ACCOUNT_NUMBER,3753,ACTIVE,7252.05,False,1,True
MCH3600,MCH3600,Gole and Sons,4131,mcc_field,False,Transportation,Transport,Sole Proprietor,Delhi,Delhi,False,2023-09-10 00:00:00,False,MISSING,,SUSPENDED,1548.59,False,2,True
MCH3600,MCH3600,Bhat-Naik,5999,mcc_field,False,Misc Retail,Retail Other,Private Limited,Amritsar,Punjab,False,,False,ACCOUNT_NUMBER,0331,ACTIVE,3889.22,False,2,False
MCH3601,MCH3601,Lanka Inc,5942,mcc_field,False,Books & Stationery,Book Store,Individual,Pune,Maharashtra,False,2025-05-14 07:26:19,False,MISSING,,ACTIVE,4672.85,False,2,True
MCH3601,MCH3601,Deshpande-Nigam,4131,mcc_field,False,Transportation,Transport,Partnership,Bengaluru,Karnataka,False,2024-12-06 06:21:00,False,ACCOUNT_NUMBER,8463,ACTIVE,2765.11,False,2,False
MCH3602,MCH-3602,"Panchal, Karpe and Bhatti",7011,mcc_field,False,Hotels & Lodging,Hotels,Partnership,Amritsar,Punjab,False,2023-08-29 00:00:00,False,VIRTUAL_ACCOUNT,6765,ACTIVE,754.95,False,1,True
MCH3604,MCH3604,Dara-Borde,5942,mcc_field,False,Books & Stationery,Stationery,Sole Proprietor,Ludhiana,Punjab,False,2025-10-03 00:00:00,False,MISSING,,ACTIVE,,False,3,True
MCH3604,mch3604,"Shetty, Bali and Sama",5411,mcc_field,False,Grocery,groceries,Partnership,Ludhiana,Punjab,False,2023-01-04 01:07:44,False,VIRTUAL_ACCOUNT,7557,ACTIVE,394.0,False,3,False
MCH3604,mch3604,"Shetty, Bali and Sama",5411,mcc_field,False,Grocery,groceries,Partnership,Ludhiana,Punjab,False,2023-01-04 01:07:44,False,VIRTUAL_ACCOUNT,7557,INACTIVE,394.0,False,3,False
MCH3605,MCH3605,Bhasin Ltd,4131,mcc_field,False,Transportation,TRAVEL,Partnership,Ludhiana,Punjab,False,2023-11-15 00:00:00,False,MISSING,,ACTIVE,1858.98,False,1,True
MCH3607,MCH 3607,Vala-Dora,5812,mcc_field,False,Restaurants,eating place,Individual,Ludhiana,Punjab,False,2024-11-09 00:00:00,False,MISSING,,ACTIVE,1953.09,False,1,True
MCH3608,MCH3608,"Raj, Sarin and Sibal",4814,mcc_field,False,Telecom,Telecom,Partnership,Jaipur,Rajasthan,False,2024-12-08 00:00:00,False,MASKED,8045,INACTIVE,1956.65,False,1,True
MCH3610,MCH3610,"Deo, Krish and Lanka",5699,mcc_field,False,Apparel,Apparel,Private Limited,Chennai,Tamil Nadu,False,2025-01-07 11:18:09,False,ACCOUNT_NUMBER,9399,ACTIVE,,False,2,True
MCH3610,MCH3610,Khanna-Goswami,4814,inferred_from_category,False,Telecom,TELECOM,Sole Proprietor,Amritsar,Punjab,False,2023-07-11 00:00:00,False,MISSING,,ACTIVE,940.6,False,2,False
MCH3611,MCH-3611,"Ratti, Sunder and Kapoor",4131,mcc_field,False,Transportation,TRAVEL,Private Limited,Bengaluru,Karnataka,False,,False,MASKED,2260,ACTIVE,787.19,False,1,True
MCH3612,MCH3612,Kala Inc,5812,mcc_field,False,Restaurants,Restaurant,Sole Proprietor,Mumbai,Maharashtra,False,2025-08-17 02:43:00,False,VIRTUAL_ACCOUNT,2701,ACTIVE,577.0,False,5,True
MCH3612,mch3612,Lal Inc,4814,mcc_field,False,Telecom,Mobile Recharge,Individual,Pune,Maharashtra,False,2025-01-07 06:10:00,False,MASKED,1339,ACTIVE,354.59,False,5,False
MCH3612,MCH3612,Dara-Rama,5942,mcc_field,False,Books & Stationery,Book Store,Sole Proprietor,Delhi,Delhi,False,2024-04-10 00:00:00,False,MISSING,,ACTIVE,2252.16,False,5,False
MCH3612,MCH3612,Vaidya-Arya,5311,mcc_field,False,Department Stores,Retail,Private Limited,Kolkata,West Bengal,False,2023-09-01 00:00:00,False,VIRTUAL_ACCOUNT,2199,ACTIVE,695.7,False,5,False
MCH3612,MCH3612,"Manne, Dutt and Sahota",7011,mcc_field,False,Hotels & Lodging,Hotels,Sole Proprietor,Jaipur,Rajasthan,False,2023-06-13 00:00:00,False,VIRTUAL_ACCOUNT,3586,ACTIVE,605.01,False,5,False
MCH3613,mch3613,Lad-Chacko,4814,mcc_field,False,Telecom,Mobile Recharge,Private Limited,Jaipur,Rajasthan,False,2025-04-02 00:00:00,False,MASKED,9897,ACTIVE,466.16,False,1,True
MCH3614,MCH 3614,Morar-Sundaram,5812,mcc_field,False,Restaurants,Food,Individual,Mumbai,Maharashtra,False,2023-08-09 00:00:00,False,MASKED,5060,ACTIVE,1484.85,False,1,True
MCH3616,MCH3616,Dua Group,5942,mcc_field,False,Books & Stationery,Book Store,Private Limited,Lucknow,Uttar Pradesh,False,2026-02-24 20:51:00,False,VIRTUAL_ACCOUNT,9891,ACTIVE,,False,4,True
MCH3616,MCH 3616,Trivedi-Ramachandran,5411,mcc_field,False,Grocery,GROCERY_STORE,Partnership,Jalandhar,Punjab,False,2025-07-02 00:00:00,False,MASKED,1853,INACTIVE,181.96,False,4,False
MCH3616,MCH 3616,Bakshi Group,4131,inferred_from_category,False,Transportation,TRAVEL,Private Limited,Hyderabad,Telangana,False,2024-03-13 21:36:11,False,MISSING,,ACTIVE,1136.19,False,4,False
MCH3616,MCH-3616,"Comar, Munshi and Kakar",5311,mcc_field,False,Department Stores,Department Stores,Private Limited,Amritsar,Punjab,False,2023-09-07 00:00:00,False,MISSING,,ACTIVE,377.75,False,4,False
MCH3618,MCH3618,"Narang, Atwal and Merchant",5912,inferred_from_category,False,Pharmacy,Medical,Sole Proprietor,Mumbai,Maharashtra,False,2023-07-25 00:00:00,False,VIRTUAL_ACCOUNT,4377,ACTIVE,1728.22,False,2,True
MCH3618,MCH3618,"Narang, Atwal and Merchant",5912,inferred_from_category,False,Pharmacy,medical,Sole Proprietor,Mumbai,Maharashtra,False,2023-07-25 00:00:00,False,VIRTUAL_ACCOUNT,4377,ACTIVE,1728.22,False,2,False
MCH3619,MCH3619,"Mody, Sami and Batta",5999,mcc_field,False,Misc Retail,Retail Other,Sole Proprietor,Kolkata,West Bengal,False,2026-01-27 07:14:00,False,ACCOUNT_NUMBER,5023,INACTIVE,3456.23,False,1,True
MCH3625,MCH3625,Singhal Ltd,5812,mcc_field,False,Restaurants,Restaurants,Sole Proprietor,Mumbai,Maharashtra,False,2025-10-28 12:02:57,False,MASKED,0908,ACTIVE,10079.36,False,2,True
MCH3625,MCH3625,Lall Inc,5699,mcc_field,False,Apparel,Fashion,Individual,Kolkata,West Bengal,False,2023-07-16 00:00:00,False,ACCOUNT_NUMBER,9876,INACTIVE,691.1,False,2,False
MCH3627,MCH3627,"Chandra, Venkataraman and Palla",5912,mcc_field,False,Pharmacy,Medical,Sole Proprietor,Jaipur,Rajasthan,False,2025-10-09 00:00:00,False,ACCOUNT_NUMBER,1941,ACTIVE,379.66,False,1,True
MCH3628,MCH3628,Mitra Ltd,5699,mcc_field,False,Apparel,garments,Sole Proprietor,Delhi,Delhi,False,2023-08-05 00:00:00,False,MISSING,,ACTIVE,3214.64,False,1,True
MCH3630,MCH3630,Chacko Ltd,5812,mcc_field,False,Restaurants,Restaurant,Partnership,Mumbai,Maharashtra,False,2023-06-11 00:00:00,False,MISSING,,INACTIVE,2433.39,False,1,True
MCH3637,MCH3637,Pai-Parikh,5812,mcc_field,False,Restaurants,eating place,Sole Proprietor,Hyderabad,Telangana,False,2024-06-26 00:00:00,False,MISSING,,ACTIVE,3420.81,False,2,True
MCH3637,MCH3637,"Lalla, Deep and Sama",5699,mcc_field,False,Apparel,Fashion,Individual,Pune,Maharashtra,False,2023-05-27 00:00:00,False,VIRTUAL_ACCOUNT,5290,ACTIVE,560.03,False,2,False
MCH3640,mch3640,Parikh-Raghavan,7011,mcc_field,False,Hotels & Lodging,Hotel,Sole Proprietor,Hyderabad,Telangana,False,2023-04-11 22:07:00,False,ACCOUNT_NUMBER,8829,ACTIVE,400.1,False,1,True
MCH3641,MCH3641,"Khurana, Barman and Suresh",5699,mcc_field,False,Apparel,Fashion,Individual,Delhi,Delhi,False,2025-08-06 08:41:00,False,MASKED,0826,ACTIVE,2224.44,False,1,True
MCH3642,MCH3642,Prabhu-Pai,5411,mcc_field,False,Grocery,groceries,Sole Proprietor,Kolkata,West Bengal,False,2025-11-24 00:00:00,False,MISSING,,ACTIVE,3223.63,False,1,True
MCH3649,MCH-3649,"Jain, Sama and Sarma",5999,mcc_field,False,Misc Retail,Miscellaneous,Partnership,Mumbai,Maharashtra,False,2025-06-08 21:51:00,False,MASKED,8840,ACTIVE,671.85,False,1,True
MCH3652,MCH3652,Varghese Plc,5999,inferred_from_category,False,Misc Retail,Other,Partnership,Ludhiana,Punjab,False,,False,MISSING,,ACTIVE,2254.0,False,1,True
MCH3654,MCH-3654,Ganesan Ltd,5812,mcc_field,False,Restaurants,Restaurants,Sole Proprietor,Jalandhar,Punjab,False,2024-02-11 00:00:00,False,MASKED,6762,ACTIVE,286.1,False,1,True
MCH3655,MCH-3655,Batra LLC,5912,mcc_field,False,Pharmacy,MEDICAL_STORE,Sole Proprietor,Pune,Maharashtra,False,2024-08-17 00:00:00,False,MISSING,,ACTIVE,528.59,True,1,True
MCH3656,MCH3656,Kurian-Chad,5812,inferred_from_category,False,Restaurants,Restaurant,Individual,Kolkata,West Bengal,False,2024-12-18 00:21:00,False,MISSING,,ACTIVE,,False,3,True
MCH3656,MCH3656,"Sani, Rajagopalan and Sachar",5411,mcc_field,False,Grocery,Grocery Stores,Individual,Chennai,Tamil Nadu,False,2024-11-26 00:00:00,False,VIRTUAL_ACCOUNT,1097,ACTIVE,901.19,False,3,False
MCH3656,MCH3656,Agrawal Ltd,4814,mcc_field,False,Telecom,Telecom,Private Limited,Ludhiana,Punjab,False,2024-08-05 00:00:00,False,MASKED,7009,ACTIVE,3644.12,False,3,False
MCH3659,MCH3659,Kashyap LLC,4131,mcc_field,False,Transportation,Bus/Taxi,Partnership,Pune,Maharashtra,False,2025-07-06 00:00:00,False,MISSING,,ACTIVE,403.54,False,5,True
MCH3659,MCH3659,Rege-Raja,5942,mcc_field,False,Books & Stationery,Stationery,Individual,Amritsar,Punjab,False,2024-12-27 00:00:00,False,MASKED,6878,ACTIVE,2311.5,True,5,False
MCH3659,MCH3659,Choudhary-Sama,5912,mcc_field,False,Pharmacy,Pharmacies,Sole Proprietor,Chennai,Tamil Nadu,False,2024-06-13 05:48:52,False,MASKED,0305,INACTIVE,1376.76,False,5,False
MCH3659,MCH3659,Tandon Plc,5411,mcc_field,False,Grocery,kirana,Individual,Lucknow,Uttar Pradesh,False,2024-01-30 00:00:00,False,MISSING,,SUSPENDED,1421.27,False,5,False
MCH3659,MCH3659,Samra Inc,5812,mcc_field,False,Restaurants,Restaurants,Individual,Chennai,Tamil Nadu,False,2023-04-11 10:53:00,False,ACCOUNT_NUMBER,6049,ACTIVE,2958.27,False,5,False
MCH3661,MCH3661,"Deshmukh, Patla and Goel",4131,mcc_field,False,Transportation,Transportation,Individual,Ludhiana,Punjab,False,2023-11-17 00:00:00,False,MASKED,0412,SUSPENDED,1439.0,False,2,True
MCH3661,mch3661,"Tak, Sandhu and Baria",5311,mcc_field,False,Department Stores,DEPT_STORE,Individual,Bengaluru,Karnataka,False,2023-04-02 00:00:00,False,VIRTUAL_ACCOUNT,5285,SUSPENDED,865.02,False,2,False
MCH3662,mch3662,Dalal-Arora,4814,inferred_from_category,False,Telecom,Telecom,Sole Proprietor,Kolkata,West Bengal,False,2024-09-01 00:00:00,False,MISSING,,ACTIVE,4799.31,False,4,True
MCH3662,mch3662,Banerjee LLC,5699,mcc_field,False,Apparel,Apparel,Individual,Hyderabad,Telangana,False,2024-03-15 00:00:00,False,MISSING,,INACTIVE,1998.0,False,4,False
MCH3662,MCH3662,Dey LLC,5999,mcc_field,False,Misc Retail,Misc Retail,Sole Proprietor,Kolkata,West Bengal,False,2023-09-24 17:57:18,False,MASKED,8815,SUSPENDED,,False,4,False
MCH3662,MCH3662,"Mand, Walia and Bhalla",5411,mcc_field,False,Grocery,Grocery,Private Limited,Chennai,Tamil Nadu,False,2023-04-08 17:49:00,False,VIRTUAL_ACCOUNT,4721,ACTIVE,677.63,False,4,False
MCH3663,MCH3663,Saini-Gaba,5699,mcc_field,False,Apparel,Clothing,Sole Proprietor,Jaipur,Rajasthan,False,2025-02-03 00:00:00,False,MISSING,,ACTIVE,377.05,False,2,True
MCH3663,3663,Kunda-Chaudhuri,7011,inferred_from_category,False,Hotels & Lodging,Hospitality,Partnership,Jaipur,Rajasthan,False,2024-11-20 00:00:00,False,MISSING,,SUSPENDED,1356.0,False,2,False
MCH3666,mch3666,Gera-Ranganathan,4131,mcc_field,False,Transportation,Transport,Partnership,Jaipur,Rajasthan,False,2023-04-12 00:00:00,False,MISSING,,ACTIVE,243.55,False,1,True
MCH3668,MCH3668,Pandey-Uppal,4131,mcc_field,False,Transportation,Transportation,Sole Proprietor,Pune,Maharashtra,False,2024-09-03 18:09:51,False,MASKED,9816,ACTIVE,795.26,False,1,True
MCH3669,MCH3669,"Dutta, Banerjee and Saini",5999,mcc_field,False,Misc Retail,Misc Retail,Private Limited,Lucknow,Uttar Pradesh,False,2024-09-03 00:00:00,False,ACCOUNT_NUMBER,3658,ACTIVE,2883.4,False,1,True
MCH3671,MCH3671,"Vala, Dhar and Wason",5912,mcc_field,False,Pharmacy,Medical,Individual,Chennai,Tamil Nadu,False,,False,MISSING,,ACTIVE,2167.0,False,1,True
MCH3672,mch3672,Ramaswamy Plc,5942,inferred_from_category,False,Books & Stationery,Books,Private Limited,Kolkata,West Bengal,False,2025-01-24 00:00:00,False,MASKED,8500,ACTIVE,9848.33,False,2,True
MCH3672,MCH3672,"Ray, Radhakrishnan and Parmar",7011,mcc_field,False,Hotels & Lodging,HOTEL_LODGING,Private Limited,Lucknow,Uttar Pradesh,False,2024-11-30 20:09:36,False,VIRTUAL_ACCOUNT,1446,ACTIVE,801.35,True,2,False
MCH3674,MCH3674,Wason and Sons,5812,mcc_field,False,Restaurants,Restaurant,Individual,Delhi,Delhi,False,2025-07-19 21:11:25,False,ACCOUNT_NUMBER,1084,ACTIVE,582.77,True,1,True
MCH3675,MCH3675,Soman LLC,5999,mcc_field,False,Misc Retail,Miscellaneous,Individual,Hyderabad,Telangana,False,2026-02-13 00:00:00,False,MISSING,,INACTIVE,223.0,False,2,True
MCH3675,MCH 3675,Grewal and Sons,4814,mcc_field,False,Telecom,phone service,Private Limited,Pune,Maharashtra,False,2025-10-19 00:00:00,False,VIRTUAL_ACCOUNT,3460,INACTIVE,263.38,False,2,False
MCH3677,MCH3677,Toor and Sons,5912,mcc_field,False,Pharmacy,MEDICAL_STORE,Sole Proprietor,Amritsar,Punjab,False,2025-03-03 06:28:03,False,MASKED,6857,ACTIVE,4703.03,False,2,True
MCH3677,MCH3677,Choudhury-Radhakrishnan,7011,mcc_field,False,Hotels & Lodging,HOTEL_LODGING,Partnership,Jalandhar,Punjab,False,2025-01-29 00:00:00,False,MISSING,,ACTIVE,226.71,False,2,False
MCH3678,3678,"Ramanathan, Oza and Aggarwal",5699,mcc_field,False,Apparel,Fashion,Partnership,Jalandhar,Punjab,False,2023-04-03 10:00:00,False,ACCOUNT_NUMBER,6267,ACTIVE,1617.86,False,1,True
MCH3679,MCH3679,Kumer LLC,4814,mcc_field,False,Telecom,Telecom,Private Limited,Hyderabad,Telangana,False,2025-12-15 00:00:00,False,ACCOUNT_NUMBER,7762,ACTIVE,587.47,False,1,True
MCH3680,MCH3680,Pradhan Ltd,4131,mcc_field,False,Transportation,TRAVEL,Private Limited,Hyderabad,Telangana,False,2025-11-22 00:00:00,False,VIRTUAL_ACCOUNT,9577,ACTIVE,519.26,False,2,True
MCH3680,mch3680,Gala and Sons,4131,mcc_field,False,Transportation,Transportation,Partnership,Delhi,Delhi,False,2023-12-31 00:00:00,False,MISSING,,ACTIVE,962.0,False,2,False
MCH3682,MCH3682,"Dash, Kashyap and Goda",5311,mcc_field,False,Department Stores,Department Stores,Private Limited,Amritsar,Punjab,False,2025-12-01 18:10:00,False,VIRTUAL_ACCOUNT,0050,INACTIVE,1702.0,False,2,True
MCH3682,MCH3682,"Upadhyay, Soni and Dhawan",4131,mcc_field,False,Transportation,transprt,Sole Proprietor,Chennai,Tamil Nadu,False,2025-09-16 00:00:00,False,MASKED,0969,INACTIVE,3236.27,False,2,False
MCH3683,MCH3683,Mander Group,5411,mcc_field,False,Grocery,Grocery Stores,Individual,Mumbai,Maharashtra,False,2023-10-09 00:00:00,False,ACCOUNT_NUMBER,7562,ACTIVE,4247.99,False,1,True
MCH3684,MCH3684,Chahal-Reddy,5411,inferred_from_category,False,Grocery,GROCERY_STORE,Partnership,Delhi,Delhi,False,,False,MISSING,,ACTIVE,629.48,False,1,True
MCH3686,MCH3686,Prasad Inc,5812,mcc_field,False,Restaurants,Restaurants,Sole Proprietor,Mumbai,Maharashtra,False,2024-09-04 03:46:00,False,VIRTUAL_ACCOUNT,7219,ACTIVE,1179.14,False,1,True
MCH3688,MCH3688,"Nayak, Brar and Sahni",4814,mcc_field,False,Telecom,Mobile Recharge,Individual,Chennai,Tamil Nadu,False,2025-08-20 00:00:00,False,MISSING,,SUSPENDED,2787.88,False,1,True
MCH3689,MCH3689,"Palla, Gara and Malhotra",5942,mcc_field,False,Books & Stationery,Stationery,Partnership,Bengaluru,Karnataka,False,2025-02-04 00:00:00,False,VIRTUAL_ACCOUNT,7273,INACTIVE,1319.27,False,1,True
MCH3690,MCH-3690,Aurora Inc,4131,mcc_field,False,Transportation,TRAVEL,Partnership,Bengaluru,Karnataka,False,2025-04-26 00:00:00,False,MASKED,3060,ACTIVE,915.55,False,1,True
MCH3693,MCH3693,"Rajagopal, Savant and Ganesan",4814,mcc_field,False,Telecom,Mobile Recharge,Individual,Jalandhar,Punjab,False,2025-02-26 00:00:00,False,MASKED,6831,ACTIVE,893.17,False,1,True
MCH3694,MCH3694,"Date, Naidu and Raja",5912,mcc_field,False,Pharmacy,Pharmacies,Partnership,Jalandhar,Punjab,False,2024-11-22 04:13:38,False,VIRTUAL_ACCOUNT,0352,ACTIVE,4933.54,False,1,True
MCH3696,MCH 3696,"Pandya, Maharaj and Sundaram",5942,mcc_field,False,Books & Stationery,Book Store,Individual,Pune,Maharashtra,False,2025-08-07 00:00:00,False,MISSING,,SUSPENDED,416.04,False,1,True
MCH3697,MCH-3697,Cherian LLC,7011,mcc_field,False,Hotels & Lodging,Hotel,Individual,Chennai,Tamil Nadu,False,2023-11-04 13:30:00,False,MISSING,,ACTIVE,2525.65,False,1,True
MCH3698,mch3698,"Prashad, Viswanathan and Sama",5311,mcc_field,False,Department Stores,Retail,Partnership,Amritsar,Punjab,False,2026-02-09 00:00:00,False,MISSING,,ACTIVE,514.0,False,2,True
MCH3698,mch3698,Khanna-Bail,5912,mcc_field,False,Pharmacy,Medical,Partnership,Lucknow,Uttar Pradesh,False,2024-11-10 00:00:00,False,MISSING,,ACTIVE,2901.24,False,2,False
MCH3699,MCH3699,Borra and Sons,5942,mcc_field,False,Books & Stationery,Stationery,Private Limited,Pune,Maharashtra,False,2025-12-17 22:31:06,False,MISSING,,INACTIVE,790.7,False,2,True
MCH3699,MCH3699,Lal Ltd,5999,mcc_field,False,Misc Retail,Other,Private Limited,Jaipur,Rajasthan,False,2023-06-25 06:53:54,False,VIRTUAL_ACCOUNT,6316,ACTIVE,479.97,False,2,False
MCH3700,MCH 3700,"Sinha, Purohit and Shetty",5912,mcc_field,False,Pharmacy,chemist,Individual,Bengaluru,Karnataka,False,2025-04-01 00:00:00,False,ACCOUNT_NUMBER,5091,INACTIVE,1238.03,False,2,True
