txn_id,timestamp,has_time,timestamp_out_of_window,user_id,merchant_id,amount,amount_was_negative,amount_invalid,utr,utr_status,status,status_raw,mcc,mcc_source,merchant_category,mcc_conflicts_master,user_in_kyc,merchant_in_master,utr_duplicated,txn_date,txn_hour,kyc_status,risk_segment,chargeback_count,disputed_amount,is_disputed
TXN00006630,2026-03-09 04:03:07,True,False,USR32615,MCH8355,17491.2,False,False,UTR7303754114,VALID,SUCCESS,S,7011,txn_field,Hotels & Lodging,True,False,True,False,2026-03-09,4,NO_KYC_RECORD,NO_KYC_RECORD,0,,False
TXN00010795,2026-02-14 10:55:26,True,False,USR27980,MCH9691,4342.6,False,False,UTR4952339505,VALID,SUCCESS,Success,4131,txn_field,Transportation,False,True,False,False,2026-02-14,10,VERIFIED,LOW,1,933.13,True
TXN00004168,2026-01-25 10:30:10,True,False,USR81703,MCH3969,2383.18,False,False,UTR9833287298,VALID,SUCCESS,S,5912,txn_field,Pharmacy,False,False,False,False,2026-01-25,10,NO_KYC_RECORD,NO_KYC_RECORD,0,,False
TXN00000942,2026-02-11 14:44:24,True,False,USR92723,MCH8108,13858.91,False,False,UTR6230390187,VALID,SUCCESS,Success,,unknown,Unknown,False,False,False,False,2026-02-11,14,NO_KYC_RECORD,NO_KYC_RECORD,0,,False
TXN00010489,2026-03-31 13:59:02,True,False,USR75951,MCH5702,15694.22,False,False,UTR6791679843,VALID,SUCCESS,Success,4131,txn_field,Transportation,False,True,False,False,2026-03-31,13,VERIFIED,LOW,0,,False
TXN00006908,2026-02-20 04:23:21,True,False,USR35002,MCH5944,20049.83,False,False,UTR5688797337,VALID,SUCCESS,COMPLETED,5812,txn_field,Restaurants,True,True,True,False,2026-02-20,4,VERIFIED,HIGH,0,,False
TXN00007524,2026-02-24 06:46:58,True,False,USR96922,MCH9733,18218.09,True,False,UTR4523941137,VALID,SUCCESS,S,4131,merchant_master,Transportation,False,True,True,False,2026-02-24,6,VERIFIED,LOW,0,,False
TXN00018214,2026-02-13 02:09:57,True,False,USR82614,MCH7238,14337.11,False,False,UTR7922807361,VALID,SUCCESS,S,7011,txn_field,Hotels & Lodging,False,False,False,False,2026-02-13,2,NO_KYC_RECORD,NO_KYC_RECORD,0,,False
TXN00016586,2026-03-22 12:55:03,True,False,USR32975,MCH6845,21218.23,False,False,UTR8716277675,VALID,SUCCESS,COMPLETED,5411,txn_field,Grocery,False,False,False,False,2026-03-22,12,NO_KYC_RECORD,NO_KYC_RECORD,0,,False
TXN00019059,2026-02-13 04:56:33,True,False,USR48035,MCH5143,2951.78,False,False,UTR5265453633,VALID,SUCCESS,SUCCESS,4131,txn_field,Transportation,False,False,False,False,2026-02-13,4,NO_KYC_RECORD,NO_KYC_RECORD,0,,False
TXN00012942,2026-03-03 17:15:16,True,False,USR72056,MCH2779,16838.79,False,False,UTR7483628004,VALID,SUCCESS,COMPLETED,7011,txn_field,Hotels & Lodging,False,True,False,False,2026-03-03,17,VERIFIED,LOW,0,,False
TXN00004230,2026-03-16 12:40:45,True,False,USR70862,MCH5725,4756.5,False,False,UTR9677520082,VALID,SUCCESS,Success,5812,txn_field,Restaurants,False,False,False,False,2026-03-16,12,NO_KYC_RECORD,NO_KYC_RECORD,0,,False
TXN00000083,2026-01-23 03:02:29,True,False,USR45882,MCH4823,8279.14,False,False,UTR5603328391,VALID,SUCCESS,SUCCESS,,unknown,Unknown,False,True,False,False,2026-01-23,3,VERIFIED,LOW,0,,False
TXN00003776,2026-01-08 01:35:59,True,False,USR47249,MCH8834,23289.56,False,False,UTR6041659236,VALID,SUCCESS,SUCCESS,4131,txn_field,Transportation,False,True,False,False,2026-01-08,1,VERIFIED,LOW,0,,False
TXN00012904,2026-02-22 20:36:10,True,False,USR35963,MCH1665,21196.0,False,False,UTR3326573745,VALID,SUCCESS,TXN_SUCCESS,5411,txn_field,Grocery,True,False,True,False,2026-02-22,20,NO_KYC_RECORD,NO_KYC_RECORD,0,,False
TXN00003406,2026-03-28 08:07:33,True,False,USR14501,MCH4802,20168.56,False,False,UTR5954584896,VALID,SUCCESS,SUCCESS,5311,merchant_master,Department Stores,False,False,True,False,2026-03-28,8,NO_KYC_RECORD,NO_KYC_RECORD,0,,False
TXN00001822,2026-02-06 00:31:10,True,False,USR82918,MCH9884,3043.45,False,False,UTR9216203890,VALID,SUCCESS,TXN_SUCCESS,7011,txn_field,Hotels & Lodging,False,False,True,False,2026-02-06,0,NO_KYC_RECORD,NO_KYC_RECORD,0,,False
TXN00015670,2026-02-20 00:03:49,True,False,USR74174,MCH9354,1394.21,False,False,UTR1412768319,VALID,SUCCESS,COMPLETED,7011,txn_field,Hotels & Lodging,False,True,True,False,2026-02-20,0,VERIFIED,LOW,0,,False
TXN00004705,2026-02-12 20:16:14,True,False,USR22199,MCH5678,10384.49,False,False,UTR2347027621,VALID,SUCCESS,SUCCESS,4131,txn_field,Transportation,True,True,True,False,2026-02-12,20,VERIFIED,MEDIUM,0,,False
TXN00009051,2026-02-08 15:30:00,True,False,USR93326,MCH7999,20479.49,False,False,UTR6057628837,VALID,SUCCESS,TXN_SUCCESS,7011,txn_field,Hotels & Lodging,False,True,False,False,2026-02-08,15,PENDING,MEDIUM,0,,False
TXN00001844,2026-01-22 02:16:30,True,False,USR20097,MCH5963,15327.36,False,False,UTR7098033670,VALID,SUCCESS,S,7011,txn_field,Hotels & Lodging,True,True,True,False,2026-01-22,2,VERIFIED,LOW,0,,False
TXN00011342,2026-03-31 08:52:02,True,False,USR45339,MCH9294,4255.47,False,False,UTR0113934201,VALID,SUCCESS,COMPLETED,7011,txn_field,Hotels & Lodging,False,False,False,False,2026-03-31,8,NO_KYC_RECORD,NO_KYC_RECORD,0,,False
TXN00016677,2026-02-08 15:43:30,True,False,USR49169,MCH6748,15457.63,False,False,UTR1169874545,VALID,SUCCESS,S,5411,txn_field,Grocery,False,False,True,False,2026-02-08,15,NO_KYC_RECORD,NO_KYC_RECORD,0,,False
TXN00014191,2026-03-25 11:15:47,True,False,USR60087,MCH2836,10507.37,False,False,UTR0417446356,VALID,SUCCESS,TXN_SUCCESS,5411,txn_field,Grocery,True,True,True,False,2026-03-25,11,VERIFIED,LOW,0,,False
TXN00008380,2026-01-15 23:09:08,True,False,USR38708,MCH8702,10592.0,False,False,UTR6576745128,VALID,PENDING,Initiated,5812,txn_field,Restaurants,False,True,False,False,2026-01-15,23,VERIFIED,LOW,0,,False
TXN00019409,2026-01-18 11:34:49,True,False,USR81994,MCH4100,12693.38,False,False,UTR0603751569,VALID,SUCCESS,COMPLETED,5812,txn_field,Restaurants,True,True,True,False,2026-01-18,11,PENDING,MEDIUM,1,756.59,True
TXN00017262,2026-03-02 22:02:11,True,False,USR61315,MCH9251,9732.63,False,False,UTR0499651216,VALID,SUCCESS,SUCCESS,7011,txn_field,Hotels & Lodging,True,False,True,False,2026-03-02,22,NO_KYC_RECORD,NO_KYC_RECORD,0,,False
TXN00000081,2026-01-05 10:46:42,True,False,USR10422,MCH1782,21578.95,False,False,UTR8174708540,VALID,SUCCESS,TXN_SUCCESS,4131,txn_field,Transportation,True,False,True,False,2026-01-05,10,NO_KYC_RECORD,NO_KYC_RECORD,0,,False
TXN00003507,2026-03-19 20:47:01,True,False,USR31233,MCH5800,24334.83,False,False,UTR6701366189,VALID,PENDING,Initiated,5411,txn_field,Grocery,False,True,False,False,2026-03-19,20,VERIFIED,LOW,0,,False
TXN00009121,2026-02-19 16:16:09,True,False,USR30632,MCH3997,22229.37,True,False,UTR6254640255,VALID,SUCCESS,Success,4814,merchant_master,Telecom,False,True,True,False,2026-02-19,16,VERIFIED,MEDIUM,0,,False
TXN00000243,2026-03-22 17:55:16,True,False,USR28290,MCH7139,22872.46,False,False,UTR2803146265,VALID,FAILED,TXN_FAILED,5812,txn_field,Restaurants,False,True,False,False,2026-03-22,17,VERIFIED,HIGH,0,,False
TXN00003055,2026-03-20 23:32:26,True,False,USR29956,MCH7535,16422.33,False,False,UTR9191479001,VALID,SUCCESS,TXN_SUCCESS,5411,txn_field,Grocery,False,False,False,False,2026-03-20,23,NO_KYC_RECORD,NO_KYC_RECORD,0,,False
TXN00011119,2026-01-26 00:58:38,True,False,USR85640,MCH5105,18848.0,False,False,UTR7358170378,VALID,SUCCESS,COMPLETED,7011,txn_field,Hotels & Lodging,False,False,False,False,2026-01-26,0,NO_KYC_RECORD,NO_KYC_RECORD,0,,False
TXN00018063,2026-02-12 07:31:31,True,False,USR92572,MCH8207,21731.0,False,False,,MISSING,SUCCESS,TXN_SUCCESS,5411,txn_field,Grocery,False,False,False,False,2026-02-12,7,NO_KYC_RECORD,NO_KYC_RECORD,0,,False
TXN00015807,2026-03-05 17:14:32,True,False,USR51953,MCH4126,3534.83,False,False,UTR1688689212,VALID,SUCCESS,S,7011,txn_field,Hotels & Lodging,True,False,True,False,2026-03-05,17,NO_KYC_RECORD,NO_KYC_RECORD,0,,False
TXN00015295,2026-02-27 14:42:16,True,False,USR13651,MCH1184,8152.63,False,False,UTR0614805318,VALID,FAILED,TXN_FAILED,4131,txn_field,Transportation,False,False,False,False,2026-02-27,14,NO_KYC_RECORD,NO_KYC_RECORD,0,,False
TXN00018846,2026-03-16 21:21:02,True,False,USR58040,MCH4037,21742.0,False,False,UTR5086714171,VALID,SUCCESS,S,5411,txn_field,Grocery,True,True,True,False,2026-03-16,21,VERIFIED,HIGH,0,,False
TXN00007294,2026-02-17 06:28:10,True,False,USR97370,MCH1934,12324.61,False,False,UTR6328551067,VALID,SUCCESS,SUCCESS,5411,txn_field,Grocery,True,False,True,False,2026-02-17,6,NO_KYC_RECORD,NO_KYC_RECORD,0,,False
TXN00019486,2026-03-30 13:58:23,True,False,USR80540,MCH7354,6996.48,False,False,UTR8259371937,VALID,PENDING,Pending,5812,txn_field,Restaurants,True,False,True,False,2026-03-30,13,NO_KYC_RECORD,NO_KYC_RECORD,0,,False
TXN00006340,2026-03-20 22:50:34,True,False,USR99142,MCH5349,7164.0,False,False,UTR4503655666,VALID,FAILED,Fail,7011,txn_field,Hotels & Lodging,False,False,False,False,2026-03-20,22,NO_KYC_RECORD,NO_KYC_RECORD,0,,False
TXN00008683,2026-02-24 11:36:55,True,False,USR34388,MCH1394,4413.1,False,False,UTR0405419746,VALID,SUCCESS,COMPLETED,5912,txn_field,Pharmacy,False,False,False,False,2026-02-24,11,NO_KYC_RECORD,NO_KYC_RECORD,0,,False
TXN00017179,2026-03-19 19:14:17,True,False,USR73994,MCH5335,19045.41,False,False,UTR5009988316,VALID,FAILED,F,5411,txn_field,Grocery,True,False,True,False,2026-03-19,19,NO_KYC_RECORD,NO_KYC_RECORD,0,,False
TXN00017550,2026-01-31 09:44:59,True,False,USR98403,MCH6376,13658.4,False,False,UTR3470470228,VALID,SUCCESS,S,4131,txn_field,Transportation,True,False,True,False,2026-01-31,9,NO_KYC_RECORD,NO_KYC_RECORD,0,,False
TXN00012034,2026-01-17 20:14:07,True,False,USR34021,MCH8779,13601.9,False,False,UTR9869721340,VALID,SUCCESS,COMPLETED,5411,txn_field,Grocery,True,False,True,False,2026-01-17,20,NO_KYC_RECORD,NO_KYC_RECORD,0,,False
TXN00013579,2026-01-25 06:30:19,True,False,USR80596,MCH2439,24217.0,False,False,UTR1427659991,VALID,SUCCESS,S,,unknown,Unknown,False,False,False,False,2026-01-25,6,NO_KYC_RECORD,NO_KYC_RECORD,0,,False
TXN00019209,2026-01-29 20:52:20,True,False,USR42648,MCH4243,10555.01,False,False,UTR9956622927,VALID,SUCCESS,TXN_SUCCESS,5311,merchant_master,Department Stores,False,False,True,False,2026-01-29,20,NO_KYC_RECORD,NO_KYC_RECORD,1,13306.35,True
TXN00005617,2026-02-05 00:47:32,True,False,USR65904,MCH2029,21929.0,False,False,UTR2701530194,VALID,SUCCESS,TXN_SUCCESS,5411,txn_field,Grocery,True,False,True,False,2026-02-05,0,NO_KYC_RECORD,NO_KYC_RECORD,0,,False
TXN00002069,2026-01-28 01:06:39,True,False,USR94305,MCH4807,4126.01,False,False,UTR2309627797,VALID,FAILED,FAILED,5411,txn_field,Grocery,True,True,True,False,2026-01-28,1,VERIFIED,LOW,0,,False
TXN00009481,2026-01-05 06:35:50,True,False,USR12380,MCH5027,2814.9,False,False,UTR4370956993,VALID,SUCCESS,TXN_SUCCESS,5912,txn_field,Pharmacy,True,True,True,False,2026-01-05,6,PENDING,MEDIUM,0,,False
TXN00016853,2026-03-26 20:56:16,True,False,USR34091,MCH6163,17474.0,False,False,UTR7087087609,VALID,SUCCESS,TXN_SUCCESS,5411,txn_field,Grocery,True,False,True,False,2026-03-26,20,NO_KYC_RECORD,NO_KYC_RECORD,0,,False
TXN00000695,2026-03-31 09:33:05,True,False,USR42118,MCH2536,2879.77,False,False,,MISSING,SUCCESS,COMPLETED,4131,merchant_master,Transportation,False,False,True,False,2026-03-31,9,NO_KYC_RECORD,NO_KYC_RECORD,0,,False
TXN00011090,2026-03-22 23:55:38,True,False,USR93649,MCH2813,16170.35,False,False,UTR2276627249,VALID,SUCCESS,COMPLETED,5812,merchant_master,Restaurants,False,True,True,False,2026-03-22,23,VERIFIED,HIGH,0,,False
TXN00003577,2026-02-11 03:17:11,True,False,USR42383,MCH6606,4887.21,False,False,UTR8169673684,VALID,SUCCESS,Success,5812,txn_field,Restaurants,False,False,False,False,2026-02-11,3,NO_KYC_RECORD,NO_KYC_RECORD,0,,False
TXN00011701,2026-03-20 01:45:03,True,False,USR27121,MCH3476,3307.0,False,False,UTR2987222899,VALID,SUCCESS,Success,7011,txn_field,Hotels & Lodging,False,False,False,False,2026-03-20,1,NO_KYC_RECORD,NO_KYC_RECORD,0,,False
TXN00016275,2026-03-22 06:01:46,True,False,USR72659,MCH8967,19748.3,False,False,UTR5902892248,VALID,SUCCESS,COMPLETED,5912,txn_field,Pharmacy,True,False,True,False,2026-03-22,6,NO_KYC_RECORD,NO_KYC_RECORD,0,,False
TXN00008470,2026-03-14 17:44:57,True,False,USR84172,MCH3322,391.47,False,False,UTR0448564175,VALID,SUCCESS,S,5912,txn_field,Pharmacy,False,True,False,False,2026-03-14,17,VERIFIED,LOW,0,,False
TXN00010015,2026-01-30 00:00:00,False,False,USR18400,MCH3748,12585.2,False,False,UTR1418208900,VALID,SUCCESS,Success,4131,txn_field,Transportation,True,True,True,False,2026-01-30,,VERIFIED,LOW,0,,False
TXN00018180,2026-02-18 02:08:36,True,False,USR53333,MCH9599,8254.95,False,False,UTR7956228985,VALID,SUCCESS,S,5812,txn_field,Restaurants,False,True,False,False,2026-02-18,2,PENDING,LOW,0,,False
TXN00013252,2026-02-01 13:58:56,True,False,USR89220,MCH5736,11039.59,False,False,UTR6288158564,VALID,SUCCESS,Success,5912,txn_field,Pharmacy,True,True,True,False,2026-02-01,13,VERIFIED,UNKNOWN,0,,False
TXN00009164,2026-03-25 01:15:08,True,False,USR66747,MCH3304,9220.38,False,False,UTR9440864966,VALID,SUCCESS,SUCCESS,5411,txn_field,Grocery,False,True,False,False,2026-03-25,1,VERIFIED,LOW,0,,False
TXN00009583,2026-02-15 05:08:55,True,False,USR47236,MCH5261,3621.44,False,False,UTR2527394979,VALID,SUCCESS,Success,5411,txn_field,Grocery,True,False,True,False,2026-02-15,5,NO_KYC_RECORD,NO_KYC_RECORD,0,,False
TXN00010097,2026-01-19 00:00:00,False,False,USR59241,MCH5066,14732.08,False,False,UTR2233877525,VALID,SUCCESS,S,5812,txn_field,Restaurants,False,False,False,False,2026-01-19,,NO_KYC_RECORD,NO_KYC_RECORD,1,12885.17,True
TXN00012342,2026-02-01 09:02:33,True,False,USR85768,MCH9187,8096.2,False,False,UTR6085795508,VALID,SUCCESS,SUCCESS,7011,txn_field,Hotels & Lodging,True,False,True,False,2026-02-01,9,NO_KYC_RECORD,NO_KYC_RECORD,0,,False
TXN00016311,2026-02-02 05:02:53,True,False,USR22060,MCH7036,15720.82,False,False,UTR7155197911,VALID,SUCCESS,SUCCESS,5812,txn_field,Restaurants,False,False,False,False,2026-02-02,5,NO_KYC_RECORD,NO_KYC_RECORD,0,,False
TXN00009640,2026-03-21 09:02:10,True,False,USR28003,MCH7804,550.46,False,False,,MISSING,SUCCESS,S,5942,merchant_master,Books & Stationery,False,False,True,False,2026-03-21,9,NO_KYC_RECORD,NO_KYC_RECORD,0,,False
TXN00018041,2026-01-29 05:37:04,True,False,USR59914,MCH5940,13682.41,False,False,UTR0095421587,VALID,FAILED,Fail,5812,txn_field,Restaurants,False,False,False,False,2026-01-29,5,NO_KYC_RECORD,NO_KYC_RECORD,1,479.19,True
TXN00001950,2026-01-06 21:44:00,True,False,USR56551,MCH8499,10856.0,False,False,UTR6367565808,VALID,SUCCESS,COMPLETED,5812,txn_field,Restaurants,False,True,False,False,2026-01-06,21,IN_REVIEW,MEDIUM,0,,False
TXN00016883,2026-01-21 15:28:33,True,False,USR27919,MCH2840,18597.09,False,False,UTR1302771228,VALID,SUCCESS,SUCCESS,5411,txn_field,Grocery,False,False,False,False,2026-01-21,15,NO_KYC_RECORD,NO_KYC_RECORD,0,,False
TXN00007752,2026-03-17 15:03:29,True,False,USR77378,MCH3022,17206.06,False,False,,MISSING,SUCCESS,Success,4131,txn_field,Transportation,False,False,False,False,2026-03-17,15,NO_KYC_RECORD,NO_KYC_RECORD,0,,False
TXN00019268,2026-02-19 09:21:09,True,False,USR37822,MCH4438,18795.13,False,False,UTR6437940201,VALID,SUCCESS,COMPLETED,5311,merchant_master,Department Stores,False,True,True,False,2026-02-19,9,VERIFIED,HIGH,0,,False
TXN00005013,2026-03-25 08:53:25,True,False,USR71221,MCH6773,13388.34,False,False,UTR7685424164,VALID,SUCCESS,Success,5411,txn_field,Grocery,True,True,True,False,2026-03-25,8,VERIFIED,MEDIUM,1,1946.17,True
TXN00015290,2026-01-06 02:16:08,True,False,USR33646,MCH9281,24947.0,False,False,UTR1999536046,VALID,SUCCESS,TXN_SUCCESS,7011,txn_field,Hotels & Lodging,False,True,False,False,2026-01-06,2,VERIFIED,LOW,0,,False
TXN00016013,2026-01-09 11:15:48,True,False,USR83556,MCH3488,9791.99,False,False,UTR8166272507,VALID,SUCCESS,S,5411,txn_field,Grocery,True,False,True,False,2026-01-09,11,NO_KYC_RECORD,NO_KYC_RECORD,0,,False
TXN00005153,2026-03-24 14:46:21,True,False,USR89466,MCH3448,22722.0,False,False,UTR2483385308,VALID,SUCCESS,Success,5912,txn_field,Pharmacy,False,True,False,False,2026-03-24,14,VERIFIED,MEDIUM,0,,False
TXN00017342,2026-03-26 03:57:48,True,False,USR73403,MCH1014,17338.71,False,False,UTR9973754945,VALID,PENDING,PROCESSING,5411,txn_field,Grocery,True,False,True,False,2026-03-26,3,NO_KYC_RECORD,NO_KYC_RECORD,0,,False
TXN00009522,2026-02-24 08:01:21,True,False,USR20473,MCH5344,15264.0,False,False,UTR5131575939,VALID,SUCCESS,Success,5411,txn_field,Grocery,False,False,False,False,2026-02-24,8,NO_KYC_RECORD,NO_KYC_RECORD,0,,False
TXN00009696,2026-01-30 21:46:30,True,False,USR87212,MCH8486,13804.93,False,False,UTR8697662874,VALID,SUCCESS,S,5812,txn_field,Restaurants,False,False,False,False,2026-01-30,21,NO_KYC_RECORD,NO_KYC_RECORD,0,,False
TXN00002423,2026-01-10 01:45:40,True,False,USR62674,MCH6716,18907.78,False,False,UTR7363641553,VALID,SUCCESS,SUCCESS,5411,txn_field,Grocery,True,False,True,False,2026-01-10,1,NO_KYC_RECORD,NO_KYC_RECORD,0,,False
TXN00003988,2026-02-12 03:04:57,True,False,USR41709,MCH1392,11256.97,False,False,UTR6784664788,VALID,SUCCESS,S,5912,txn_field,Pharmacy,False,True,True,False,2026-02-12,3,VERIFIED,MEDIUM,0,,False
TXN00015325,2026-02-07 02:21:34,True,False,USR27295,MCH1137,5683.53,False,False,UTR1460118104,VALID,SUCCESS,S,4131,txn_field,Transportation,False,False,False,False,2026-02-07,2,NO_KYC_RECORD,NO_KYC_RECORD,1,5464.95,True
TXN00005404,2026-01-04 16:27:42,True,False,USR50577,MCH3081,6198.31,False,False,UTR7186018129,VALID,SUCCESS,Success,5411,txn_field,Grocery,True,False,True,False,2026-01-04,16,NO_KYC_RECORD,NO_KYC_RECORD,0,,False
TXN00001335,2026-03-13 07:35:17,True,False,USR57850,MCH4020,24370.08,False,False,UTR3038469633,VALID,SUCCESS,TXN_SUCCESS,5411,txn_field,Grocery,False,True,False,False,2026-03-13,7,VERIFIED,LOW,0,,False
TXN00011544,2026-01-31 08:05:01,True,False,USR21727,MCH7897,12037.09,False,False,UTR8343330422,VALID,PENDING,PROCESSING,5812,txn_field,Restaurants,False,True,False,False,2026-01-31,8,VERIFIED,MEDIUM,0,,False
TXN00009829,2026-02-11 07:57:45,True,False,USR30653,MCH1623,19280.69,False,False,UTR3674685071,VALID,SUCCESS,Success,5411,txn_field,Grocery,False,False,False,False,2026-02-11,7,NO_KYC_RECORD,NO_KYC_RECORD,0,,False
TXN00008074,2026-01-30 11:22:34,True,False,USR11971,MCH5508,17150.05,False,False,UTR7151935353,VALID,SUCCESS,TXN_SUCCESS,5411,txn_field,Grocery,False,True,False,False,2026-01-30,11,VERIFIED,UNKNOWN,0,,False
TXN00001106,2026-03-27 11:17:39,True,False,USR81642,MCH1108,4355.64,False,False,UTR0465584083,VALID,SUCCESS,COMPLETED,4131,txn_field,Transportation,False,False,False,False,2026-03-27,11,NO_KYC_RECORD,NO_KYC_RECORD,0,,False
TXN00017212,2026-02-01 07:15:26,True,False,USR65425,MCH4300,3605.2,False,False,UTR0487370192,VALID,FAILED,Fail,5912,txn_field,Pharmacy,False,False,False,False,2026-02-01,7,NO_KYC_RECORD,NO_KYC_RECORD,0,,False
TXN00017647,2026-01-29 18:16:32,True,False,USR29169,MCH6919,1971.53,False,False,UTR0512302444,VALID,SUCCESS,COMPLETED,5812,txn_field,Restaurants,True,False,True,False,2026-01-29,18,NO_KYC_RECORD,NO_KYC_RECORD,1,3677.06,True
TXN00009848,2026-03-12 23:09:05,True,False,USR69082,MCH4304,9197.77,False,False,UTR1968857164,VALID,SUCCESS,COMPLETED,5912,txn_field,Pharmacy,False,False,False,False,2026-03-12,23,NO_KYC_RECORD,NO_KYC_RECORD,0,,False
TXN00012407,2026-02-12 03:32:24,True,False,USR50613,MCH1160,1098.58,False,False,UTR0781662992,VALID,SUCCESS,SUCCESS,5411,txn_field,Grocery,False,False,False,False,2026-02-12,3,NO_KYC_RECORD,NO_KYC_RECORD,0,,False
TXN00014306,2026-01-12 00:00:00,False,False,USR42531,MCH9818,16342.59,False,False,UTR5258755258,VALID,SUCCESS,COMPLETED,7011,txn_field,Hotels & Lodging,False,False,False,False,2026-01-12,,NO_KYC_RECORD,NO_KYC_RECORD,0,,False
TXN00019769,2026-01-01 21:34:26,True,False,USR52974,MCH6697,19051.45,False,False,UTR2639207973,VALID,SUCCESS,Success,5411,txn_field,Grocery,False,True,True,False,2026-01-01,21,VERIFIED,LOW,0,,False
TXN00008014,2026-03-27 23:17:51,True,False,USR82133,MCH6215,5538.73,False,False,UTR3953209365,VALID,FAILED,TXN_FAILED,,unknown,Unknown,False,False,False,False,2026-03-27,23,NO_KYC_RECORD,NO_KYC_RECORD,0,,False
TXN00019663,2026-01-23 12:52:06,True,False,USR40350,MCH7418,94.03,False,False,UTR8089983420,VALID,SUCCESS,TXN_SUCCESS,5912,txn_field,Pharmacy,False,False,False,False,2026-01-23,12,NO_KYC_RECORD,NO_KYC_RECORD,0,,False
TXN00000090,2026-01-10 19:21:01,True,False,USR21284,MCH7698,11810.65,False,False,UTR3410589588,VALID,SUCCESS,SUCCESS,5411,txn_field,Grocery,True,False,True,False,2026-01-10,19,NO_KYC_RECORD,NO_KYC_RECORD,0,,False
TXN00015456,2026-03-06 08:00:34,True,False,USR18702,MCH8445,11931.9,False,False,UTR0483109730,VALID,SUCCESS,TXN_SUCCESS,5411,txn_field,Grocery,True,False,True,False,2026-03-06,8,NO_KYC_RECORD,NO_KYC_RECORD,0,,False
TXN00012392,2026-02-13 05:57:21,True,False,USR58273,MCH7726,23518.52,False,False,UTR5787681345,VALID,SUCCESS,Success,5411,txn_field,Grocery,True,False,True,False,2026-02-13,5,NO_KYC_RECORD,NO_KYC_RECORD,1,687.06,True
TXN00002848,2026-02-13 21:20:08,True,False,USR41066,MCH6065,6283.0,False,False,UTR9597904557,VALID,SUCCESS,TXN_SUCCESS,5912,txn_field,Pharmacy,False,True,False,False,2026-02-13,21,VERIFIED,HIGH,0,,False
TXN00017407,2026-02-11 16:22:18,True,False,USR71358,MCH3262,7304.82,False,False,UTR9427864005,VALID,PENDING,PENDING,5411,txn_field,Grocery,False,False,False,False,2026-02-11,16,NO_KYC_RECORD,NO_KYC_RECORD,0,,False
TXN00002502,2026-03-16 16:55:18,True,False,USR12602,MCH8720,19115.55,False,False,UTR1507575279,VALID,SUCCESS,S,7011,txn_field,Hotels & Lodging,False,False,False,False,2026-03-16,16,NO_KYC_RECORD,NO_KYC_RECORD,0,,False
TXN00014293,2026-03-06 17:25:23,True,False,USR90948,MCH1741,5438.99,False,False,UTR8261145163,VALID,SUCCESS,SUCCESS,5411,txn_field,Grocery,False,True,False,False,2026-03-06,17,IN_REVIEW,HIGH,0,,False
TXN00000187,2026-01-25 09:50:14,True,False,USR52253,MCH6868,20432.38,False,False,UTR9004637018,VALID,SUCCESS,TXN_SUCCESS,7011,txn_field,Hotels & Lodging,True,False,True,False,2026-01-25,9,NO_KYC_RECORD,NO_KYC_RECORD,0,,False
TXN00003220,2026-01-02 20:07:38,True,False,USR83261,MCH5934,18312.7,False,False,UTR4448082262,VALID,SUCCESS,TXN_SUCCESS,4131,merchant_master,Transportation,False,False,True,False,2026-01-02,20,NO_KYC_RECORD,NO_KYC_RECORD,0,,False
TXN00019274,2026-01-04 20:36:45,True,False,USR97420,MCH1717,5866.95,False,False,UTR3406062923,VALID,FAILED,FAILED,4131,txn_field,Transportation,False,False,False,False,2026-01-04,20,NO_KYC_RECORD,NO_KYC_RECORD,0,,False
TXN00011840,2026-02-18 13:39:48,True,False,USR75699,MCH8729,4325.0,False,False,UTR2724277951,VALID,SUCCESS,COMPLETED,5411,txn_field,Grocery,True,False,True,False,2026-02-18,13,NO_KYC_RECORD,NO_KYC_RECORD,0,,False
TXN00012984,2026-03-11 09:14:54,True,False,USR28294,MCH4793,23022.95,False,False,UTR3236314293,VALID,SUCCESS,SUCCESS,7011,txn_field,Hotels & Lodging,False,True,False,False,2026-03-11,9,VERIFIED,LOW,0,,False
TXN00016801,2026-02-25 05:14:41,True,False,USR41554,MCH7413,13523.8,False,False,UTR7875248577,VALID,SUCCESS,SUCCESS,7011,txn_field,Hotels & Lodging,True,False,True,False,2026-02-25,5,NO_KYC_RECORD,NO_KYC_RECORD,0,,False
TXN00008744,2026-01-02 08:00:03,True,False,USR24688,MCH6415,1357.78,False,False,UTR4537031134,VALID,FAILED,FAILED,4131,txn_field,Transportation,False,False,False,False,2026-01-02,8,NO_KYC_RECORD,NO_KYC_RECORD,0,,False
TXN00007239,2026-02-17 00:00:00,False,False,USR20969,MCH3369,16550.92,True,False,UTR6555560848,VALID,SUCCESS,SUCCESS,5812,txn_field,Restaurants,True,False,True,False,2026-02-17,,NO_KYC_RECORD,NO_KYC_RECORD,0,,False
TXN00011197,2026-03-30 10:17:23,True,False,USR55702,MCH4409,20882.79,False,False,UTR4656725507,VALID,SUCCESS,COMPLETED,7011,txn_field,Hotels & Lodging,False,False,False,False,2026-03-30,10,NO_KYC_RECORD,NO_KYC_RECORD,0,,False
