complaint_id,txn_id,link_status,reported_user_id,reported_merchant_id,user_id,merchant_id,user_mismatch,merchant_mismatch,disputed_amount_imputed,disputed_amount,disputed_amount_was_negative,txn_amount,dispute_exceeds_txn,linked_txn_timestamp,transaction_timestamp,complaint_txn_ts_differs,reported_timestamp,bank_response_timestamp,reported_before_txn,reporting_delay_days,response_before_report,bank_response_days,reason_code_raw,reason_category,is_fraud_reason,complaint_text_note,complaint_text,severity,resolution_status,is_open,channel,txn_status,merchant_category,kyc_status,risk_segment
CBK0002083,TXN00014640,LINKED,USR17657,MCH2822,USR37842,MCH1490,True,True,False,5247.0,False,15971.7,False,2026-01-18 03:07:28,2026-03-25 00:00:00,True,2026-03-27 00:00:00,2026-04-03 14:05:27,False,2.0,False,7.59,no service,SERVICE_NOT_PROVIDED,False,,Suspicious high-value payment disputed by customer.,LOW,CLOSED,False,Email,SUCCESS,Pharmacy,NO_KYC_RECORD,NO_KYC_RECORD
CBK0001948,TXN00014225,LINKED,USR73728,MCH8953,USR88575,MCH8513,True,True,True,13050.0,False,13050.0,False,2026-02-14 13:26:45,2026-02-17 00:00:00,True,2026-02-18 00:00:00,,False,1.0,False,,UNAUTHORISED,UNAUTHORIZED_TXN,True,,Payment made to unknown merchant as per customer statement.,MEDIUM,OPEN,True,Call Center,SUCCESS,Transportation,NO_KYC_RECORD,NO_KYC_RECORD
CBK0002583,TXN00016902,LINKED,USR33856,MCH4131,USR25501,MCH4059,True,True,False,1595.05,False,3934.9,False,2026-02-06 22:07:40,2026-01-15 15:10:59,True,2026-01-17 22:10:59,2026-02-10 00:00:00,False,2.29,False,23.08,unauthorized_transaction,UNAUTHORIZED_TXN,True,,Customer says amount was debited twice.,LOW,PENDING_BANK,True,Branch,SUCCESS,Transportation,NO_KYC_RECORD,NO_KYC_RECORD
CBK0002069,TXN00019571,LINKED,USR23992,MCH5315,USR57901,MCH5968,True,True,False,475.0,False,12052.46,False,2026-03-03 07:37:51,2026-03-03 07:37:51,False,2026-03-05 00:00:00,2026-04-04 21:12:20,False,1.68,False,30.88,unauthorized_transaction,UNAUTHORIZED_TXN,True,,User claims account was compromised before transaction.,MEDIUM,OPEN,True,Branch,SUCCESS,Restaurants,NO_KYC_RECORD,NO_KYC_RECORD
CBK0000924,TXN00003076,LINKED,USR28031,MCH8603,USR95257,MCH6483,True,True,False,342.0,False,21653.73,False,2026-01-21 21:19:22,2026-01-01 00:00:00,True,,2026-01-24 01:31:00,False,,False,,customer issue,GENERAL_DISPUTE,False,,User says UPI PIN was not entered by them.,MEDIUM,PENDING_BANK,True,App,SUCCESS,Grocery,NO_KYC_RECORD,NO_KYC_RECORD
CBK0002449,TXN00010509,LINKED,USR57946,MCH4966,USR58318,MCH9112,True,True,False,1835.21,False,17828.66,False,2026-02-22 04:08:27,2026-02-26 06:53:00,True,2026-02-28 00:00:00,2026-03-25 00:00:00,False,1.71,False,25.0,service failed,SERVICE_NOT_PROVIDED,False,,Suspicious high-value payment disputed by customer.,MEDIUM,OPEN,True,IVR,SUCCESS,Grocery,NO_KYC_RECORD,NO_KYC_RECORD
CBK0000169,TXN00084777,TXN_NOT_FOUND,USR83541,MCH9196,USR83541,MCH9196,False,False,False,1091.87,True,,False,,2026-03-02 00:00:00,False,,2026-03-22 00:00:00,False,,False,,FRAUD,FRAUD_SUSPECTED,True,,Payment made to unknown merchant as per customer statement.,MEDIUM,OPEN,True,App,,Grocery,VERIFIED,LOW
CBK0001675,TXN00007698,LINKED,USR30500,MCH1290,USR17860,MCH5278,True,True,False,1746.55,False,17241.46,False,2026-01-22 09:31:40,2026-03-25 00:00:00,True,2026-03-27 00:00:00,2026-04-10 05:50:27,False,2.0,False,14.24,DUP_DEBIT,DUPLICATE_DEBIT,False,,Merchant service was not delivered after payment.,MEDIUM,RESOLVED,False,Branch,SUCCESS,Pharmacy,NO_KYC_RECORD,NO_KYC_RECORD
CBK0002129,TXN00005777,LINKED,USR99787,MCH8779,USR38299,MCH4216,True,True,False,891.95,False,15672.57,False,2026-03-27 10:51:54,2026-03-05 00:00:00,True,2026-03-21 00:00:00,2026-04-02 00:00:00,False,16.0,False,12.0,FRAUD,FRAUD_SUSPECTED,True,,Customer says amount was debited twice.,HIGH,OPEN,True,Call Center,SUCCESS,Hotels & Lodging,VERIFIED,MEDIUM
CBK0000286,TXN00017361,LINKED,USR62049,MCH6810,USR85909,MCH8351,True,True,False,1755.45,False,14141.15,False,2026-03-10 17:57:15,2026-02-01 02:57:51,True,2026-02-11 00:00:00,2026-02-28 00:00:00,False,9.88,False,17.0,Unauthorized Transaction,UNAUTHORIZED_TXN,True,,User claims account was compromised before transaction.,LOW,IN_PROGRESS,True,IVR,SUCCESS,Pharmacy,NO_KYC_RECORD,NO_KYC_RECORD
CBK0002438,TXN00006364,LINKED,USR79500,MCH2963,USR40935,MCH7786,True,True,False,2678.39,False,11750.41,False,2026-02-01 21:50:06,2026-02-17 00:00:00,True,2026-02-18 21:05:00,2026-03-16 00:00:00,False,1.88,False,25.12,Merchant Not Delivered,NOT_DELIVERED,False,,Complaint received after multiple failed attempts.,LOW,CLOSED,False,Email,SUCCESS,Hotels & Lodging,PENDING,LOW
CBK0002365,TXN00000567,LINKED,USR77716,MCH2387,USR58390,MCH3512,True,True,False,1015.09,False,9812.18,False,2026-01-13 08:58:10,2026-03-15 16:57:45,True,2026-03-19 00:00:00,2026-04-12 05:57:00,False,3.29,False,24.25,scam,FRAUD_SUSPECTED,True,,Suspicious high-value payment disputed by customer.,LOW,OPEN,True,Chatbot,SUCCESS,Transportation,NO_KYC_RECORD,NO_KYC_RECORD
CBK0002224,TXN00008421,LINKED,USR39089,MCH2822,USR80889,MCH9979,True,True,False,964.56,False,14300.0,False,2026-01-02 06:29:34,2026-01-06 00:00:00,True,2026-01-11 00:00:00,2026-01-17 00:00:00,False,5.0,False,6.0,Unauthorized Transaction,UNAUTHORIZED_TXN,True,,User claims account was compromised before transaction.,LOW,CLOSED,False,Call Center,SUCCESS,Grocery,VERIFIED,LOW
CBK0000686,TXN00000850,LINKED,USR54783,MCH8420,USR75377,MCH5241,True,True,False,1203.18,False,14888.67,False,2026-02-17 01:11:34,2026-01-23 00:00:00,True,2026-01-20 00:00:00,,True,,False,,UNAUTHORISED,UNAUTHORIZED_TXN,True,,Customer says transaction was not authorized.,MEDIUM,PENDING_BANK,True,Branch,SUCCESS,Hotels & Lodging,VERIFIED,LOW
CBK0002291,TXN00000916,LINKED,USR59058,MCH4473,USR35873,MCH5750,True,True,False,577.0,False,10908.8,False,2026-02-12 07:34:17,2026-01-01 00:19:40,True,2026-01-03 00:00:00,,False,1.99,False,,unauthorized_transaction,UNAUTHORIZED_TXN,True,,Merchant service was not delivered after payment. details missing,HIGH,OPEN,True,IVR,SUCCESS,Grocery,NO_KYC_RECORD,NO_KYC_RECORD
CBK0000999,TXN00009812,LINKED,USR25934,MCH4473,USR43996,MCH8869,True,True,False,2069.51,False,20709.0,False,2026-03-12 00:50:32,2026-03-11 14:54:18,False,2026-03-15 00:00:00,2026-04-01 00:00:00,False,3.38,False,17.0,dispute raised,GENERAL_DISPUTE,False,,User reports money deducted but merchant denies receiving payment. details missing,LOW,OPEN,True,Call Center,SUCCESS,Transportation,NO_KYC_RECORD,NO_KYC_RECORD
CBK0002761,TXN00017387,LINKED,USR73413,MCH2266,USR67636,MCH4593,True,True,False,303.26,False,15565.86,False,2026-02-27 01:09:28,2026-03-09 00:00:00,True,2026-03-12 11:20:23,2026-03-30 00:00:00,False,3.47,False,17.53,not done by me,UNAUTHORIZED_TXN,True,,User says UPI PIN was not entered by them.,MEDIUM,OPEN,True,App,SUCCESS,Hotels & Lodging,NO_KYC_RECORD,NO_KYC_RECORD
CBK0002125,TXN00011157,LINKED,USR38625,MCH3327,USR85170,MCH9374,True,True,False,2138.06,True,23576.79,False,2026-02-19 21:23:44,2026-01-26 03:53:00,True,2026-02-10 00:00:00,2026-02-16 06:53:00,False,14.84,False,6.29,Customer Dispute,GENERAL_DISPUTE,False,urgent,Customer says transaction was not authorized.,MEDIUM,PENDING_BANK,True,IVR,SUCCESS,Pharmacy,NO_KYC_RECORD,NO_KYC_RECORD
CBK0002511,TXN00014471,LINKED,USR91311,MCH8100,USR56310,MCH4410,True,True,False,2509.27,False,22228.52,False,2026-01-21 15:47:06,2026-02-21 00:00:00,True,2026-02-27 00:00:00,,False,6.0,False,,Account Takeover,ACCOUNT_TAKEOVER,True,,Complaint received after multiple failed attempts.,HIGH,OPEN,True,IVR,FAILED,Restaurants,VERIFIED,LOW
CBK0002548,TXN00003431,LINKED,USR51725,MCH1320,USR95682,MCH2026,True,True,False,3242.15,False,14527.95,False,2026-01-19 18:05:54,2026-01-01 00:00:00,True,2026-01-09 00:00:00,2026-01-09 00:08:00,False,8.0,False,0.01,merchant service issue,SERVICE_NOT_PROVIDED,False,,User reports money deducted but merchant denies receiving payment.,MEDIUM,OPEN,True,Chatbot,FAILED,Pharmacy,NO_KYC_RECORD,NO_KYC_RECORD
CBK0002220,TXN00018020,LINKED,USR89284,MCH2757,USR88323,MCH4980,True,True,False,1238.72,False,1560.66,False,2026-01-14 08:54:28,2026-03-15 13:36:00,True,2026-03-18 00:00:00,2026-04-10 01:36:14,False,2.43,False,23.07,Service Not Provided,SERVICE_NOT_PROVIDED,False,,Payment made to unknown merchant as per customer statement.,LOW,CLOSED,False,Call Center,SUCCESS,Restaurants,NO_KYC_RECORD,NO_KYC_RECORD
CBK0000131,,MISSING_TXN_ID,USR16031,MCH4997,USR16031,MCH4997,False,False,False,1424.0,False,,False,,2026-02-21 20:10:28,False,2026-02-23 00:00:00,2026-03-21 00:00:00,False,1.16,False,26.0,Unauthorized Transaction,UNAUTHORIZED_TXN,True,,Customer complaint text unclear due to poor call center notes.,HIGH,IN_PROGRESS,True,Call Center,,Unknown,VERIFIED,MEDIUM
CBK0001441,TXN00017441,LINKED,USR80479,MCH2733,USR51504,MCH6453,True,True,False,766.94,False,13373.15,False,2026-01-24 00:00:00,2026-01-12 00:00:00,True,2026-01-15 00:00:00,,False,3.0,False,,unauthorized_transaction,UNAUTHORIZED_TXN,True,,Customer says amount was debited twice.,HIGH,IN_PROGRESS,True,Call Center,SUCCESS,Transportation,NO_KYC_RECORD,NO_KYC_RECORD
CBK0001641,TXN00012030,LINKED,USR59679,MCH5954,USR99048,MCH7037,True,True,True,7738.63,False,7738.63,False,2026-03-26 19:24:58,2026-03-30 18:54:00,True,,2026-04-23 00:00:00,False,,False,,service failed,SERVICE_NOT_PROVIDED,False,,Customer complaint text unclear due to poor call center notes.,LOW,REJECTED,False,Call Center,PENDING,Hotels & Lodging,VERIFIED,LOW
CBK0002766,TXN00011236,LINKED,USR61715,MCH4062,USR48034,MCH7588,True,True,True,12760.0,False,12760.0,False,2026-03-21 07:50:17,2026-02-17 00:00:00,True,2026-02-19 00:00:00,2026-02-26 00:00:00,False,2.0,False,7.0,Fraud Suspected,FRAUD_SUSPECTED,True,,Customer says amount was debited twice.,LOW,RESOLVED,False,IVR,SUCCESS,Restaurants,VERIFIED,LOW
CBK0001084,TXN00017437,LINKED,USR13933,MCH2265,USR83423,MCH2974,True,True,False,1311.0,False,10160.24,False,2026-02-11 16:32:37,2026-01-17 10:41:08,True,2026-01-18 00:00:00,2026-02-09 00:00:00,False,0.55,False,22.0,customer issue,GENERAL_DISPUTE,False,,Customer complaint text unclear due to poor call center notes.,MEDIUM,PENDING_BANK,True,Chatbot,SUCCESS,Unknown,VERIFIED,LOW
CBK0001109,TXN00008405,LINKED,USR77137,MCH8779,USR61573,MCH5236,True,True,False,1327.89,True,11367.52,False,2026-03-04 07:23:23,2026-02-18 00:00:00,True,2026-02-20 00:00:00,2026-02-28 01:12:00,False,2.0,False,8.05,DUP_DEBIT,DUPLICATE_DEBIT,False,,Suspicious high-value payment disputed by customer.,MEDIUM,CLOSED,False,App,SUCCESS,Pharmacy,NO_KYC_RECORD,NO_KYC_RECORD
CBK0001142,TXN00013418,LINKED,USR55881,MCH1320,USR66151,MCH2265,True,True,False,6925.85,False,23993.57,False,2026-02-08 03:16:10,2026-01-13 19:02:00,True,2026-01-15 00:00:00,,False,1.21,False,,Merchant Not Delivered,NOT_DELIVERED,False,,User claims account was compromised before transaction.,MEDIUM,CLOSED,False,IVR,PENDING,Transportation,NO_KYC_RECORD,NO_KYC_RECORD
CBK0000777,,MISSING_TXN_ID,USR41853,MCH3327,USR41853,MCH3327,False,False,False,7674.18,False,,False,,2026-03-01 00:00:00,False,,,False,,False,,Unauthorized Transaction,UNAUTHORIZED_TXN,True,,Customer says amount was debited twice.,LOW,IN_PROGRESS,True,Chatbot,,Pharmacy,NO_KYC_RECORD,NO_KYC_RECORD
CBK0002610,TXN00011255,LINKED,USR62673,MCH3100,USR95217,MCH9572,True,True,False,2068.22,False,8219.44,False,2026-03-08 00:00:00,2026-01-06 00:00:00,True,2026-01-21 17:51:37,2026-01-25 17:51:37,False,15.74,False,4.0,account hacked,ACCOUNT_TAKEOVER,True,,Merchant service was not delivered after payment.,LOW,OPEN,True,Call Center,SUCCESS,Transportation,REJECTED,LOW
CBK0000938,TXN00011273,LINKED,USR80424,MCH1874,USR23741,MCH4427,True,True,False,1062.27,False,14088.96,False,2026-01-05 03:04:17,2026-02-16 00:00:00,True,2026-02-21 00:00:00,2026-02-28 00:00:00,False,5.0,False,7.0,not delivered,NOT_DELIVERED,False,,Customer says amount was debited twice.,CRITICAL,RESOLVED,False,Branch,SUCCESS,Hotels & Lodging,VERIFIED,LOW
CBK0000720,TXN00009292,LINKED,USR62461,MCH8044,USR72086,MCH5818,True,True,False,2299.02,False,13725.56,False,2026-02-18 07:49:15,2026-01-16 00:00:00,True,2026-01-21 00:00:00,,False,5.0,False,,scam,FRAUD_SUSPECTED,True,,Payment made to unknown merchant as per customer statement.,LOW,IN_PROGRESS,True,Chatbot,SUCCESS,Hotels & Lodging,NO_KYC_RECORD,NO_KYC_RECORD
CBK0000534,TXN00009187,LINKED,USR89514,MCH5319,USR68288,MCH3915,True,True,False,3008.39,False,18214.49,False,2026-01-28 00:03:00,2026-01-18 00:00:00,True,2026-01-19 00:00:00,2026-02-07 00:00:00,False,1.0,False,19.0,item not received,NOT_DELIVERED,False,,User says UPI PIN was not entered by them. details missing,LOW,CLOSED,False,Email,SUCCESS,Transportation,NO_KYC_RECORD,NO_KYC_RECORD
CBK0001713,TXN00019900,LINKED,USR24117,MCH3622,USR64965,MCH1949,True,True,False,4072.76,False,7918.7,False,2026-01-23 12:12:19,2026-01-19 00:00:00,True,2026-01-27 00:00:00,,False,8.0,False,,no service,SERVICE_NOT_PROVIDED,False,call dropped,Complaint received after multiple failed attempts.,MEDIUM,IN_PROGRESS,True,Branch,FAILED,Grocery,NO_KYC_RECORD,NO_KYC_RECORD
CBK0002694,TXN00017451,LINKED,USR11727,MCH6810,USR49298,MCH3651,True,True,False,1007.69,False,24562.42,False,2026-01-01 22:26:47,2026-03-04 00:00:00,True,2026-03-06 17:47:56,2026-03-25 00:00:00,False,2.74,False,18.26,no service,SERVICE_NOT_PROVIDED,False,,Customer says transaction was not authorized.,LOW,PENDING_BANK,True,IVR,SUCCESS,Unknown,NO_KYC_RECORD,NO_KYC_RECORD
CBK0002018,TXN00005542,LINKED,USR80304,MCH8953,USR47178,MCH2222,True,True,False,236.16,False,16242.4,False,2026-02-04 02:25:40,2026-01-31 00:00:00,True,2026-02-01 10:25:53,,False,1.43,False,,DUP_DEBIT,DUPLICATE_DEBIT,False,,Complaint received after multiple failed attempts.,MEDIUM,IN_PROGRESS,True,App,SUCCESS,Hotels & Lodging,NO_KYC_RECORD,NO_KYC_RECORD
CBK0002775,TXN00018203,LINKED,USR60939,MCH9570,USR34009,MCH9040,True,True,False,1403.54,False,24755.06,False,2026-03-27 10:18:48,2026-03-27 10:18:48,False,2026-02-12 08:26:59,2026-02-15 08:26:00,True,,False,3.0,Unauthorized Transaction,UNAUTHORIZED_TXN,True,,Complaint received after multiple failed attempts.,LOW,CLOSED,False,App,SUCCESS,Restaurants,VERIFIED,HIGH
CBK0002030,TXN00019111,LINKED,USR11036,MCH5122,USR22234,MCH7133,True,True,False,1094.0,False,12522.63,False,2026-03-29 08:51:17,2026-01-15 00:00:00,True,2026-01-19 03:25:00,2026-01-22 00:00:00,False,4.14,False,2.86,UNAUTHORISED,UNAUTHORIZED_TXN,True,,Payment made to unknown merchant as per customer statement.,HIGH,REJECTED,False,Email,SUCCESS,Grocery,NO_KYC_RECORD,NO_KYC_RECORD
CBK0002007,TXN00018681,LINKED,USR53356,MCH5076,USR59972,MCH5840,True,True,False,5525.44,False,4418.9,True,2026-03-05 20:16:44,2026-03-06 00:00:00,False,2026-03-06 00:00:00,,False,0.0,False,,amount mismatch,WRONG_AMOUNT,False,,Merchant service was not delivered after payment.,MEDIUM,PENDING_BANK,True,Chatbot,FAILED,Restaurants,NO_KYC_RECORD,NO_KYC_RECORD
CBK0001825,TXN00000995,LINKED,USR60939,MCH9788,USR89891,MCH5132,True,True,True,9030.74,False,9030.74,False,2026-03-16 11:00:07,2026-03-16 11:00:07,False,2026-02-22 00:00:00,2026-03-06 00:00:00,True,,False,12.0,scam,FRAUD_SUSPECTED,True,,Customer says amount was debited twice.,MEDIUM,IN_PROGRESS,True,App,SUCCESS,Hotels & Lodging,NO_KYC_RECORD,NO_KYC_RECORD
CBK0000191,TXN00016165,LINKED,USR22024,MCH5684,USR69178,MCH6973,True,True,False,4335.54,False,10536.53,False,2026-02-23 07:54:13,2026-02-10 00:00:00,True,2026-02-16 00:00:00,2026-02-19 00:00:00,False,6.0,False,3.0,merchant service issue,SERVICE_NOT_PROVIDED,False,urgent,Merchant service was not delivered after payment.,HIGH,CLOSED,False,Branch,SUCCESS,Unknown,VERIFIED,LOW
CBK0001412,TXN00007645,LINKED,USR75440,MCH4862,USR59972,MCH9549,True,True,False,1667.95,True,4126.3,False,2026-03-21 04:17:14,2026-02-23 00:00:00,True,2026-02-23 00:00:00,2026-03-21 10:58:05,False,0.0,False,26.46,not delivered,NOT_DELIVERED,False,,Customer says transaction was not authorized.,CRITICAL,IN_PROGRESS,True,Email,SUCCESS,Hotels & Lodging,NO_KYC_RECORD,NO_KYC_RECORD
CBK0000015,TXN00003408,LINKED,USR88037,MCH7845,USR50607,MCH7205,True,True,False,895.1,False,24940.73,False,2026-03-24 15:06:46,2026-03-24 15:06:46,False,,2026-04-01 14:30:26,False,,False,,no service,SERVICE_NOT_PROVIDED,False,,Suspicious high-value payment disputed by customer.,MEDIUM,IN_PROGRESS,True,IVR,SUCCESS,Pharmacy,NO_KYC_RECORD,NO_KYC_RECORD
CBK0001722,TXN00001041,LINKED,USR72483,MCH9013,USR12553,MCH6735,True,True,False,1977.08,False,13491.89,False,2026-02-05 23:29:33,2026-01-06 00:00:00,True,2026-01-08 00:00:00,2026-01-18 00:00:00,False,2.0,False,10.0,extra amount deducted,WRONG_AMOUNT,False,,Customer says amount was debited twice.,LOW,PENDING_BANK,True,Branch,SUCCESS,Grocery,NO_KYC_RECORD,NO_KYC_RECORD
CBK0000826,TXN00002919,LINKED,USR50535,MCH2014,USR58317,MCH4010,True,True,False,4331.37,False,10571.5,False,2026-01-13 11:02:28,2026-01-11 00:00:00,True,2026-01-13 00:00:00,,False,2.0,False,,scam,FRAUD_SUSPECTED,True,,Customer says amount was debited twice.,HIGH,PENDING_BANK,True,IVR,SUCCESS,Restaurants,NO_KYC_RECORD,NO_KYC_RECORD
CBK0001912,TXN00004776,LINKED,USR25848,MCH1193,USR26601,MCH4058,True,True,False,2319.55,False,20689.82,False,2026-01-14 07:32:03,2026-01-17 01:51:00,True,2026-01-22 00:00:00,2026-01-30 21:51:51,False,4.92,False,8.91,not delivered,NOT_DELIVERED,False,,Complaint received after multiple failed attempts.,HIGH,REJECTED,False,Chatbot,SUCCESS,Grocery,NO_KYC_RECORD,NO_KYC_RECORD
CBK0002561,TXN00002204,LINKED,USR14039,MCH6810,USR80288,MCH3292,True,True,False,455.59,False,1060.2,False,2026-02-25 21:36:57,2026-03-04 00:00:00,True,2026-03-08 00:00:00,2026-03-11 00:00:00,False,4.0,False,3.0,Unauthorized Transaction,UNAUTHORIZED_TXN,True,,User says UPI PIN was not entered by them.,HIGH,IN_PROGRESS,True,IVR,SUCCESS,Restaurants,NO_KYC_RECORD,NO_KYC_RECORD
CBK0000224,TXN00019488,LINKED,USR33856,MCH7833,USR15392,MCH1430,True,True,False,6544.91,False,4477.62,True,2026-01-27 01:13:28,2026-01-27 01:13:28,False,2026-01-11 04:59:00,,True,,False,,not done by me,UNAUTHORIZED_TXN,True,urgent,User says UPI PIN was not entered by them.,MEDIUM,CLOSED,False,Chatbot,SUCCESS,Grocery,VERIFIED,LOW
CBK0000554,TXN00016199,LINKED,USR58457,MCH2818,USR38238,MCH7978,True,True,False,4366.91,False,15797.09,False,2026-03-26 11:18:25,2026-03-03 00:00:00,True,2026-03-13 00:00:00,2026-03-20 00:00:00,False,10.0,False,7.0,account hacked,ACCOUNT_TAKEOVER,True,,Payment made to unknown merchant as per customer statement.,HIGH,IN_PROGRESS,True,Chatbot,SUCCESS,Restaurants,NO_KYC_RECORD,NO_KYC_RECORD
CBK0001687,TXN00003168,LINKED,USR79935,MCH8154,USR93454,MCH1195,True,True,False,2132.64,False,2643.78,False,2026-02-21 16:26:30,2026-02-26 00:00:00,True,2026-03-01 00:00:00,2026-03-11 03:30:00,False,3.0,False,10.15,Fraud Suspected,FRAUD_SUSPECTED,True,,Merchant service was not delivered after payment.,MEDIUM,PENDING_BANK,True,Chatbot,FAILED,Grocery,NO_KYC_RECORD,NO_KYC_RECORD
CBK0001186,TXN00018221,LINKED,USR54313,MCH9511,USR44018,MCH9051,True,True,False,119.0,False,9208.06,False,2026-02-16 23:08:53,2026-01-30 00:00:00,True,2026-03-17 00:00:00,2026-04-03 00:00:00,False,46.0,False,17.0,Wrong Amount,WRONG_AMOUNT,False,pls check asap,User claims account was compromised before transaction.,LOW,OPEN,True,Branch,SUCCESS,Telecom,NO_KYC_RECORD,NO_KYC_RECORD
CBK0000923,TXN00094657,TXN_NOT_FOUND,USR35229,MCH1505,USR35229,MCH1505,False,False,False,2556.0,False,,False,,2026-03-23 00:00:00,False,2026-04-23 00:00:00,2026-04-26 00:00:00,False,31.0,False,3.0,Wrong Amount,WRONG_AMOUNT,False,,Merchant service was not delivered after payment.,HIGH,CLOSED,False,Branch,,Unknown,NO_KYC_RECORD,NO_KYC_RECORD
CBK0000322,TXN00019719,LINKED,USR68594,MCH8391,USR12187,MCH2896,True,True,False,4373.83,False,22907.0,False,2026-03-19 03:46:31,2026-03-23 00:00:00,True,2026-04-02 20:20:18,2026-04-18 20:20:18,False,10.85,False,16.0,delivery issue,NOT_DELIVERED,False,,Merchant service was not delivered after payment.,HIGH,CLOSED,False,Branch,SUCCESS,Grocery,NO_KYC_RECORD,NO_KYC_RECORD
CBK0000056,TXN00002715,LINKED,USR49193,MCH9467,USR84606,MCH9133,True,True,True,43.83,False,43.83,False,2026-03-05 15:57:53,2026-01-23 00:00:00,True,2026-02-03 08:44:00,,False,11.36,False,,service failed,SERVICE_NOT_PROVIDED,False,,Merchant service was not delivered after payment.,HIGH,REJECTED,False,Chatbot,SUCCESS,Hotels & Lodging,NO_KYC_RECORD,NO_KYC_RECORD
CBK0000778,TXN00004797,LINKED,USR73637,MCH1026,USR35227,MCH5909,True,True,False,3784.33,False,4115.53,False,2026-03-02 23:31:57,2026-01-12 03:41:00,True,2026-02-27 00:00:00,,False,45.85,False,,UNAUTHORISED,UNAUTHORIZED_TXN,True,,Customer says transaction was not authorized.,MEDIUM,RESOLVED,False,Call Center,FAILED,Transportation,NO_KYC_RECORD,NO_KYC_RECORD
CBK0001904,TXN00006057,LINKED,USR27947,MCH5098,USR89494,MCH3499,True,True,False,378.18,False,11802.84,False,2026-01-29 12:33:59,2026-01-23 08:43:00,True,2026-01-26 00:00:00,2026-02-15 09:43:00,False,2.64,False,20.4,amount mismatch,WRONG_AMOUNT,False,,Merchant service was not delivered after payment.,HIGH,PENDING_BANK,True,Call Center,SUCCESS,Grocery,VERIFIED,MEDIUM
CBK0001858,TXN00019309,LINKED,USR57601,MCH7194,USR72971,MCH9140,True,True,False,6862.58,False,22398.14,False,2026-01-09 10:24:26,2026-01-10 00:00:00,False,2026-01-11 00:00:00,,False,1.0,False,,complaint,GENERAL_DISPUTE,False,,User claims account was compromised before transaction.,HIGH,IN_PROGRESS,True,App,SUCCESS,Pharmacy,NO_KYC_RECORD,NO_KYC_RECORD
CBK0001327,TXN00010704,LINKED,USR57352,MCH9854,USR12556,MCH8624,True,True,False,2880.65,False,24551.3,False,2026-03-01 11:13:52,2026-01-15 20:40:00,True,2026-01-21 00:00:00,,False,5.14,False,,FRAUD,FRAUD_SUSPECTED,True,,Complaint received after multiple failed attempts.,LOW,IN_PROGRESS,True,Branch,SUCCESS,Grocery,NO_KYC_RECORD,NO_KYC_RECORD
CBK0000612,TXN00008353,LINKED,USR59073,MCH2016,USR39069,MCH5932,True,True,False,1208.71,False,21312.45,False,2026-03-17 08:01:11,2026-03-04 00:00:00,True,2026-03-06 18:57:42,2026-03-11 18:57:00,False,2.79,False,5.0,fraud,FRAUD_SUSPECTED,True,,Customer says transaction was not authorized.,MEDIUM,REJECTED,False,Branch,SUCCESS,Grocery,NO_KYC_RECORD,NO_KYC_RECORD
CBK0001251,TXN00007334,LINKED,USR34180,MCH8904,USR25455,MCH6364,True,True,False,903.47,False,12967.14,False,2026-03-22 21:52:52,2026-03-05 00:00:00,True,2026-03-08 00:00:00,2026-03-19 00:00:00,False,3.0,False,11.0,service failed,SERVICE_NOT_PROVIDED,False,,Payment made to unknown merchant as per customer statement.,LOW,CLOSED,False,Chatbot,FAILED,Transportation,NO_KYC_RECORD,NO_KYC_RECORD
CBK0000036,TXN00007642,LINKED,USR23143,MCH2032,USR58434,MCH7698,True,True,False,1258.0,False,8323.93,False,2026-02-26 14:19:51,2026-01-14 00:00:00,True,2026-01-17 16:21:03,2026-02-05 16:21:03,False,3.68,False,19.0,complaint,GENERAL_DISPUTE,False,,Customer says transaction was not authorized.,CRITICAL,REJECTED,False,Email,SUCCESS,Misc Retail,NO_KYC_RECORD,NO_KYC_RECORD
CBK0001074,TXN00016035,LINKED,USR30137,MCH4252,USR94011,MCH3701,True,True,False,2162.74,False,18760.31,False,2026-03-02 02:23:55,2026-03-18 00:00:00,True,2026-03-20 00:00:00,,False,2.0,False,,charged twice,DUPLICATE_DEBIT,False,,Customer complaint text unclear due to poor call center notes.,MEDIUM,OPEN,True,Branch,SUCCESS,Transportation,VERIFIED,MEDIUM
CBK0000045,TXN00018877,LINKED,USR30701,MCH8391,USR94279,MCH4458,True,True,False,2653.61,False,2633.71,True,2026-02-12 17:03:46,2026-02-12 17:03:46,False,2026-03-10 00:00:00,,False,25.29,False,,service failed,SERVICE_NOT_PROVIDED,False,,Payment made to unknown merchant as per customer statement.,CRITICAL,OPEN,True,Chatbot,FAILED,Grocery,VERIFIED,HIGH
CBK0002044,TXN00012234,LINKED,USR38814,MCH2495,USR25791,MCH9562,True,True,False,1786.57,False,5311.01,False,2026-03-19 11:59:16,2026-02-25 00:00:00,True,2026-04-11 00:00:00,2026-04-17 00:00:00,False,45.0,False,6.0,UNAUTHORISED,UNAUTHORIZED_TXN,True,,Customer says amount was debited twice.,CRITICAL,PENDING_BANK,True,IVR,SUCCESS,Unknown,NO_KYC_RECORD,NO_KYC_RECORD
